plinder_pdb	plinder_chain	casf_pdb	casf_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
3pmu	3pmu_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
3pmv	3pmv_A	2al5	2al5__chain0	98.5	98.5	100.0	260	264	260	3.48e-191	517.0
3pmw	3pmw_A	2al5	2al5__chain0	98.5	99.2	100.0	260	262	260	9.209999999999999e-191	516.0
3pmx	3pmx_A	2al5	2al5__chain0	98.5	98.5	100.0	260	264	260	3.48e-191	517.0
3pmy	3pmy_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
3pmz	3pmz_A	2wnc	2wnc__chain1	100.0	100.0	100.0	213	213	213	3.49e-162	440.0
3poo	3poo_A	1q8t	1q8t__chain0	97.6	100.0	98.8	337	333	341	3.8899999999999997e-246	662.0
3ppz	3ppz_A	3k5v	3k5v__chain0	37.3	95.9	89.5	260	267	286	4.38e-52	165.0
3pri	3pri_A	4hge	4hge__chain0	30.5	92.0	93.7	282	264	286	1.05e-28	104.0
3psy	3psy_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
3pvg	3pvg_A	4eor	4eor__chain0	32.6	89.0	96.6	301	327	294	1.95e-39	134.0
3pvw	3pvw_A	3ag9	3ag9__chain0	34.5	50.6	94.4	313	613	319	3.2399999999999996e-54	181.0
3pwc	3pwc_A	1k1i	1k1i__chain0	96.0	100.0	100.0	223	223	223	1.2e-158	432.0
3pwr	3pwr_A	1g2k	1g2k__chain0	93.9	100.0	100.0	99	99	99	2.66e-68	193.0
3pxk	3pxk_B	3k5v	3k5v__chain0	38.9	97.7	92.3	270	258	286	1.66e-64	197.0
3pyh	3pyh_A	1k1i	1k1i__chain0	96.0	100.0	100.0	223	223	223	1.2e-158	432.0
3pyk	3pyk_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
3pze	3pze_A	4f9w	4f9w__chain0	47.1	98.8	97.3	346	347	336	3.9699999999999994e-104	303.0
3pzh	3pzh_A	4eor	4eor__chain0	32.6	88.7	96.6	301	328	294	2e-39	134.0
3q00	3q00_A	1k1i	1k1i__chain0	96.0	100.0	100.0	223	223	223	1.2e-158	432.0
3q07	3q07_A	3g2z	3g2z__chain0	99.6	100.0	100.0	262	262	262	2.1500000000000004e-185	503.0
3q12	3q12_B	3ivg	3ivg__chain0	43.6	93.3	90.6	266	284	287	2.2999999999999998e-60	187.0
3q1f	3q1f_A	3g2z	3g2z__chain0	99.6	100.0	100.0	262	262	262	2.1500000000000004e-185	503.0
3q2f	3q2f_A	3p5o	3p5o__chain0	35.8	90.4	83.5	106	115	127	2.14e-17	66.2
3q4z	3q4z_A	1pxn	1pxn__chain0	30.7	88.7	97.6	287	282	294	9.560000000000001e-29	105.0
3q5i	3q5i_A	2br1	2br1__chain0	36.1	52.1	90.8	255	470	272	1.95e-41	142.0
3q5j	3q5j_A	2yki	2yki__chain0	72.8	95.6	99.5	206	205	207	1.36e-103	291.0
3q5k	3q5k_A	2yki	2yki__chain0	72.3	94.8	99.5	206	213	207	2.16e-102	288.0
3q5l	3q5l_B	2yki	2yki__chain0	72.8	96.3	99.5	206	214	207	1.0100000000000001e-105	297.0
3q6y	3q6y_A	2v00	2v00__chain0	92.4	100.0	100.0	330	305	330	4.11e-206	560.0
3q95	3q95_A	2p15	2p15__chain1	99.2	99.6	100.0	243	244	242	2.24e-173	471.0
3q9w	3q9w_A	4eor	4eor__chain0	31.7	89.9	98.0	303	328	294	3.91e-39	134.0
3q9x	3q9x_A	4eor	4eor__chain0	31.7	89.4	98.0	303	330	294	2.94e-39	134.0
3q9y	3q9y_A	4eor	4eor__chain0	31.7	90.2	98.0	303	327	294	5.35e-39	133.0
3q9z	3q9z_A	4eor	4eor__chain0	31.7	88.9	98.0	303	332	294	1.57e-39	135.0
3qaa	3qaa_A	1g2k	1g2k__chain0	94.9	100.0	100.0	99	99	99	4.59e-69	195.0
3qcg	3qcg_A	1bzc	1bzc__chain0	41.2	81.8	80.5	243	286	297	5.8e-61	189.0
3qcm	3qcm_A	1bzc	1bzc__chain0	40.7	81.8	80.5	243	286	297	2.6e-62	192.0
3qgd	3qgd_A	4eo8	4eo8__chain0	90.9	98.9	99.6	560	538	557	0.0	1012.0
3qge	3qge_A	4eo8	4eo8__chain0	91.8	99.3	99.6	560	541	557	0.0	1021.0
3qgf	3qgf_A	4ih5	4ih5__chain0	91.4	99.8	99.3	558	534	557	0.0	1008.0
3qgg	3qgg_A	4eo8	4eo8__chain0	91.8	99.6	98.4	552	531	557	0.0	1006.0
3qgh	3qgh_A	4eo8	4eo8__chain0	88.5	99.6	99.5	557	559	557	0.0	1008.0
3qgi	3qgi_A	4eo8	4eo8__chain0	88.5	99.5	99.6	558	561	557	0.0	1011.0
3qih	3qih_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.87e-72	203.0
3ql8	3ql8_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qlf	3qlf_B	3k5v	3k5v__chain0	45.8	95.0	92.3	264	258	286	1.45e-76	228.0
3qlg	3qlg_B	3mss	3mss__chain0	46.7	94.2	97.7	259	260	264	2.4e-78	231.0
3qn8	3qn8_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.87e-72	203.0
3qom	3qom_A	2cbv	2cbv__chain0	32.0	98.3	99.5	478	479	443	8.94e-66	212.0
3qp0	3qp0_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.87e-72	203.0
3qpj	3qpj_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.87e-72	203.0
3qqf	3qqf_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qqg	3qqg_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qqh	3qqh_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qqj	3qqj_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qql	3qql_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qrm	3qrm_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.87e-72	203.0
3qro	3qro_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.87e-72	203.0
3qrs	3qrs_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	2.87e-72	203.0
3qrt	3qrt_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qru	3qru_A	2xnb	2xnb__chain0	99.7	100.0	100.0	296	295	296	1.2299999999999999e-219	592.0
3qsa	3qsa_A	3qqs	3qqs__chain0	100.0	100.0	100.0	346	346	346	8.87e-243	655.0
3qt0	3qt0_A	2yfe	2yfe__chain0	94.4	99.6	98.1	270	267	264	2.66e-174	475.0
3qud	3qud_A	4f9w	4f9w__chain0	98.2	99.1	100.0	342	345	336	6.940000000000001e-251	675.0
3qwj	3qwj_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qwk	3qwk_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qx2	3qx2_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qx4	3qx4_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qyk	3qyk_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
3qyw	3qyw_A	3e92	3e92__chain0	48.1	97.9	95.4	341	341	349	9.3e-107	310.0
3qyz	3qyz_A	3e92	3e92__chain0	47.7	99.4	96.8	346	341	349	1.63e-107	312.0
3qzf	3qzf_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qzg	3qzg_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qzh	3qzh_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3qzi	3qzi_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r1n	3r1n_A	3myg	3myg__chain0	30.5	81.0	96.0	249	274	252	2.57e-28	102.0
3r1q	3r1q_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r1s	3r1s_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r1y	3r1y_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r30	3r30_A	3myg	3myg__chain0	33.3	87.1	96.4	255	264	252	5.7100000000000006e-27	99.0
3r6x	3r6x_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r71	3r71_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r7e	3r7e_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r7i	3r7i_A	1pxn	1pxn__chain0	95.9	100.0	100.0	294	282	294	1.01e-205	556.0
3r7u	3r7u_A	1pxn	1pxn__chain0	95.9	100.0	100.0	294	282	294	1.01e-205	556.0
3r7v	3r7v_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r7x	3r7x_A	2al5	2al5__chain0	99.6	100.0	99.6	259	259	260	9.92e-192	518.0
3r7y	3r7y_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r83	3r83_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r8a	3r8a_A	2yfe	2yfe__chain0	99.2	100.0	95.8	253	251	264	2.42e-175	477.0
3r8l	3r8l_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3r8m	3r8m_A	1pxn	1pxn__chain0	97.3	100.0	100.0	294	286	294	1.92e-211	571.0
3r8p	3r8p_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3rgf	3rgf_A	1pxn	1pxn__chain0	37.0	85.4	90.8	289	321	294	6.32e-60	187.0
3rid	3rid_A	1o0h	1o0h__chain0	99.2	100.0	100.0	124	124	124	7.36e-89	247.0
3rlj	3rlj_A	3b5r	3b5r__chain0	100.0	100.0	100.0	247	247	247	9.57e-186	502.0
3rll	3rll_A	1z95	1z95__chain0	99.2	100.0	100.0	238	238	238	4.54e-175	474.0
3rlw	3rlw_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rly	3rly_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rm0	3rm0_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rm2	3rm2_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rml	3rml_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rmm	3rmm_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rmn	3rmn_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rmo	3rmo_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3rn8	3rn8_B	2al5	2al5__chain0	100.0	99.6	99.6	259	260	260	5.12e-192	519.0
3rnn	3rnn_A	2al5	2al5__chain0	100.0	99.6	99.6	259	260	260	5.12e-192	519.0
3rpo	3rpo_A	1pxn	1pxn__chain0	100.0	100.0	100.0	294	294	294	4.649999999999999e-221	595.0
3rps	3rps_A	4eor	4eor__chain0	31.7	88.3	98.0	303	334	294	3.23e-39	134.0
3rtw	3rtw_B	2al5	2al5__chain0	100.0	100.0	99.2	258	258	260	3.88e-191	517.0
3rxc	3rxc_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
3rxr	3rxr_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
3rxs	3rxs_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
3rxt	3rxt_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
3ry9	3ry9_A	1z95	1z95__chain0	56.7	97.9	99.2	238	243	238	8.23e-96	274.0
3s43	3s43_B	1g2k	1g2k__chain0	91.9	100.0	100.0	99	99	99	1.3199999999999998e-68	194.0
3s45	3s45_A	3o9i	3o9i__chain0	50.0	99.0	99.0	98	99	99	3.19e-35	110.0
3s91	3s91_A	3p5o	3p5o__chain0	83.0	99.1	83.5	106	107	127	5.46e-69	196.0
3s92	3s92_A	3p5o	3p5o__chain0	38.9	98.2	83.5	108	110	127	9.510000000000001e-26	87.4
3s95	3s95_A	3k5v	3k5v__chain0	31.5	86.6	89.5	260	290	286	6.460000000000001e-33	116.0
3s9c	3s9c_A	1k1i	1k1i__chain0	41.3	97.0	100.0	230	234	223	7.65e-58	177.0
3s9s	3s9s_A	2yfe	2yfe__chain0	95.8	100.0	97.7	263	258	264	2.07e-171	467.0
3sa0	3sa0_A	3e92	3e92__chain0	48.4	95.0	95.4	341	357	349	5.04e-108	314.0
3sa3	3sa3_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3sa4	3sa4_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3sa5	3sa5_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3sa6	3sa6_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3sa8	3sa8_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3sa9	3sa9_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3saa	3saa_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3sab	3sab_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3sac	3sac_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
3say	3say_B	2fvd	2fvd__chain0	33.7	83.9	97.2	297	348	284	1.23e-50	164.0
3sco	3sco_A	2j78	2j78__chain0	39.3	97.7	98.0	463	472	443	9.79e-119	349.0
3scq	3scq_A	2j78	2j78__chain0	39.3	97.7	98.0	463	472	443	9.79e-119	349.0
3scs	3scs_A	2j78	2j78__chain0	39.3	97.7	98.0	463	472	443	4.89e-119	350.0
3sd0	3sd0_B	2fvd	2fvd__chain0	33.7	83.7	97.2	297	349	284	1.26e-50	164.0
3sh7	3sh7_B	4de2	4de2__chain0	42.5	98.8	97.7	254	255	260	8.299999999999999e-69	207.0
3sh8	3sh8_B	4de2	4de2__chain0	41.7	98.4	97.7	254	252	260	5.5e-66	199.0
3sm1	3sm1_B	1g2k	1g2k__chain0	30.4	82.1	91.9	92	112	99	4.58e-09	43.9
3sor	3sor_A	4cr9	4cr9__chain0	98.7	100.0	99.2	236	236	238	4.21e-184	497.0
3sos	3sos_A	4cr9	4cr9__chain0	98.7	100.0	99.2	236	236	238	4.21e-184	497.0
3sp6	3sp6_A	3b1m	3b1m__chain0	62.2	98.9	99.6	267	270	260	2.89e-120	338.0
3sp9	3sp9_B	3b1m	3b1m__chain0	62.8	100.0	98.8	269	267	260	2.1099999999999998e-119	336.0
3sq6	3sq6_E	4qac	4qac__chain4	65.4	93.6	89.6	191	202	211	3.04e-86	247.0
3svf	3svf_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
3svg	3svg_A	3p5o	3p5o__chain0	100.0	100.0	100.0	127	127	127	1.07e-96	267.0
3sw4	3sw4_A	1pxn	1pxn__chain0	95.2	100.0	100.0	294	280	294	3.1299999999999997e-204	552.0
3sw7	3sw7_A	4eor	4eor__chain0	94.5	99.6	99.7	293	278	294	3.2300000000000002e-201	545.0
3sxr	3sxr_A	4m0y	4m0y__chain0	58.2	96.9	97.3	256	260	263	2.97e-106	302.0
3sxs	3sxs_A	4m0y	4m0y__chain0	59.8	97.0	97.3	256	264	263	7.15e-113	319.0
3t03	3t03_B	3fur	3fur__chain0	98.0	100.0	98.4	253	249	256	1.0799999999999999e-171	467.0
3t10	3t10_A	3b27	3b27__chain0	100.0	100.0	99.5	214	214	215	4.53e-152	414.0
3t11	3t11_A	1g2k	1g2k__chain0	100.0	100.0	100.0	99	99	99	1.7200000000000002e-73	206.0
3t1k	3t1k_B	3rlr	3rlr__chain0	100.0	98.1	95.9	210	214	219	1.68e-148	405.0
3t2s	3t2s_A	3rlr	3rlr__chain0	100.0	99.1	95.4	209	211	219	4.27e-148	404.0
3t5f	3t5f_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3t5z	3t5z_A	4jsz	4jsz__chain0	99.6	99.6	100.0	257	258	257	5.81e-199	536.0
3t6i	3t6i_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
3t7p	3t7p_A	2v00	2v00__chain0	100.0	100.0	100.0	330	330	330	8.07e-231	623.0
3t93	3t93_B	2al5	2al5__chain0	99.2	99.6	99.2	258	259	260	4.72e-190	514.0
3t96	3t96_B	2al5	2al5__chain0	99.2	100.0	99.2	258	258	260	3.19e-190	514.0
3t9h	3t9h_B	2al5	2al5__chain0	99.2	100.0	99.2	258	258	260	3.19e-190	514.0
3t9i	3t9i_A	3jya	3jya__chain0	100.0	100.0	100.0	274	274	274	1.9600000000000002e-212	572.0
3t9u	3t9u_A	2al5	2al5__chain0	99.2	100.0	99.2	258	258	260	3.19e-190	514.0
3t9v	3t9v_A	2al5	2al5__chain0	99.2	100.0	99.2	258	258	260	3.19e-190	514.0
3t9x	3t9x_B	2al5	2al5__chain0	99.2	99.6	99.2	258	259	260	2.7299999999999996e-189	512.0
3tei	3tei_A	3e92	3e92__chain0	49.4	97.1	95.4	334	339	349	2.33e-109	317.0
3tfp	3tfp_A	3acw	3acw__chain0	100.0	100.0	100.0	284	284	284	3.36e-209	565.0
3tfv	3tfv_A	3acw	3acw__chain0	100.0	100.0	100.0	284	284	284	3.36e-209	565.0
3tk5	3tk5_A	1mq6	1mq6__chain0	100.0	100.0	100.0	233	233	233	4.95e-181	489.0
3tk6	3tk6_A	1mq6	1mq6__chain0	100.0	100.0	100.0	233	233	233	4.95e-181	489.0
3tkd	3tkd_A	2al5	2al5__chain0	99.2	98.9	100.0	260	263	260	4.07e-192	520.0
3tkg	3tkg_B	1g2k	1g2k__chain0	94.9	100.0	100.0	99	99	99	4.59e-69	195.0
3tl9	3tl9_A	1g2k	1g2k__chain0	94.9	100.0	100.0	99	99	99	4.59e-69	195.0
3tnw	3tnw_A	2xnb	2xnb__chain0	99.7	99.7	100.0	296	296	296	1.2799999999999999e-219	592.0
3tog	3tog_A	1g2k	1g2k__chain0	94.9	100.0	100.0	99	99	99	4.59e-69	195.0
3toh	3toh_A	1g2k	1g2k__chain0	94.9	100.0	100.0	99	99	99	4.59e-69	195.0
3tpi	3tpi_Z	1k1i	1k1i__chain0	100.0	99.1	100.0	223	225	223	5.360000000000001e-167	453.0
3tub	3tub_A	3qgy	3qgy__chain0	41.6	90.1	91.8	231	253	245	5.649999999999999e-54	168.0
3tuc	3tuc_A	3qgy	3qgy__chain0	41.6	88.7	91.8	231	257	245	6.429999999999999e-54	168.0
3tud	3tud_A	3qgy	3qgy__chain0	41.6	89.5	91.8	231	256	245	1.1099999999999999e-54	170.0
3tuh	3tuh_A	3b27	3b27__chain0	100.0	100.0	97.2	209	209	215	1.69e-148	405.0
3tz7	3tz7_A	3k5v	3k5v__chain0	45.3	94.6	92.3	265	260	286	6.23e-76	226.0
3tz8	3tz8_B	3k5v	3k5v__chain0	46.0	94.3	92.3	265	263	286	1.5100000000000001e-77	230.0
3tz9	3tz9_A	3k5v	3k5v__chain0	45.7	94.6	92.3	265	261	286	8.02e-77	228.0
3u57	3u57_A	2wbg	2wbg__chain0	41.1	97.0	97.5	465	471	443	1.74e-113	335.0
3u5k	3u5k_A	3p5o	3p5o__chain0	100.0	100.0	99.2	126	126	127	2.08e-96	266.0
3u5y	3u5y_A	2wbg	2wbg__chain0	41.1	97.2	97.5	465	470	443	1.68e-113	335.0
3u87	3u87_A	4eor	4eor__chain0	31.7	89.7	98.0	303	329	294	2.05e-39	134.0
3u8o	3u8o_H	1bcu	1bcu__chain1	100.0	99.2	100.0	249	251	249	7.66e-198	533.0
3u8r	3u8r_H	1bcu	1bcu__chain1	100.0	99.2	100.0	249	251	249	7.66e-198	533.0
3u8t	3u8t_H	1bcu	1bcu__chain1	100.0	100.0	100.0	249	249	249	1.4199999999999997e-197	532.0
3u94	3u94_A	3gbb	3gbb__chain0	85.5	99.6	100.0	255	255	255	1.0399999999999999e-168	460.0
3u98	3u98_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3u9a	3u9a_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3u9y	3u9y_A	4kzq	4kzq__chain0	100.0	77.4	100.0	161	208	161	8.03e-123	338.0
3ucb	3ucb_A	3o9i	3o9i__chain0	78.8	100.0	100.0	99	99	99	8.270000000000001e-63	179.0
3udl	3udl_A	4ih5	4ih5__chain0	99.3	99.6	99.8	556	555	557	0.0	1110.0
3ufn	3ufn_A	3o9i	3o9i__chain0	78.8	100.0	100.0	99	99	99	8.270000000000001e-63	179.0
3uns	3uns_A	1k1i	1k1i__chain0	96.4	100.0	100.0	223	223	223	5.95e-159	432.0
3uop	3uop_A	1k1i	1k1i__chain0	96.4	100.0	100.0	223	223	223	5.95e-159	432.0
3upe	3upe_A	1k1i	1k1i__chain0	96.0	100.0	100.0	223	223	223	8.46e-159	432.0
3uqo	3uqo_A	1k1i	1k1i__chain0	96.4	100.0	100.0	223	223	223	5.95e-159	432.0
3uqu	3uqu_A	3udh	3udh__chain0	96.9	99.2	96.7	381	374	394	2.17e-278	748.0
3uqv	3uqv_A	1k1i	1k1i__chain0	96.9	100.0	100.0	223	223	223	5.95e-159	432.0
3uqw	3uqw_A	3udh	3udh__chain0	96.9	99.2	97.0	382	375	394	7.889999999999999e-279	749.0
3uqx	3uqx_A	3udh	3udh__chain0	96.9	99.2	97.0	382	375	394	7.889999999999999e-279	749.0
3usg	3usg_A	3f3c	3f3c__chain0	99.8	99.8	98.8	503	503	509	0.0	984.0
3usi	3usi_A	3f3c	3f3c__chain0	99.0	99.8	99.6	507	503	509	0.0	982.0
3usj	3usj_A	3f3c	3f3c__chain0	99.8	99.8	98.8	503	503	509	0.0	984.0
3usk	3usk_A	3f3c	3f3c__chain0	99.8	99.8	98.8	503	503	509	0.0	984.0
3usl	3usl_A	3f3c	3f3c__chain0	99.8	99.8	98.8	503	503	509	0.0	984.0
3usm	3usm_A	3f3c	3f3c__chain0	99.8	99.8	98.8	503	503	509	0.0	984.0
3uso	3uso_A	3f3c	3f3c__chain0	99.8	99.8	98.8	503	503	509	0.0	984.0
3usp	3usp_A	3f3c	3f3c__chain0	98.8	99.8	100.0	509	504	509	0.0	987.0
3uu7	3uu7_A	2p15	2p15__chain1	99.2	100.0	99.6	241	239	242	8.71e-172	466.0
3uua	3uua_A	2p15	2p15__chain1	99.6	99.6	99.2	241	242	242	1.1999999999999999e-172	469.0
3uuc	3uuc_D	4mgd	4mgd__chain1	95.7	98.3	98.3	233	232	236	2.54e-154	422.0
3uud	3uud_A	2p15	2p15__chain1	100.0	99.6	99.6	241	242	242	8.78e-175	474.0
3uuz	3uuz_A	1k1i	1k1i__chain0	96.0	100.0	100.0	223	223	223	8.46e-159	432.0
3uvr	3uvr_A	4f9w	4f9w__chain0	98.8	100.0	99.7	335	331	336	1.8000000000000002e-247	665.0
3uvv	3uvv_B	2pog	2pog__chain1	33.0	76.1	82.9	176	218	211	2.01e-21	82.0
3uwi	3uwi_A	1k1i	1k1i__chain0	95.5	100.0	100.0	223	223	223	6.95e-158	430.0
3uwj	3uwj_H	2zda	2zda__chain1	100.0	100.0	100.0	251	251	251	2.46e-199	537.0
3v0x	3v0x_A	1k1i	1k1i__chain0	95.5	100.0	100.0	223	223	223	6.95e-158	430.0
3v12	3v12_A	1k1i	1k1i__chain0	95.5	100.0	100.0	223	223	223	6.95e-158	430.0
3v13	3v13_A	1k1i	1k1i__chain0	95.5	100.0	100.0	223	223	223	6.95e-158	430.0
3v2j	3v2j_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
3v2m	3v2m_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
3v4a	3v4a_A	1z95	1z95__chain0	98.3	98.8	100.0	241	244	238	3.35e-174	473.0
3v50	3v50_A	4de2	4de2__chain0	41.0	94.0	95.0	249	265	260	4.49e-60	185.0
3v5m	3v5m_A	4de2	4de2__chain0	41.4	94.0	95.0	249	265	260	5.63e-61	187.0
3v5w	3v5w_A	3ag9	3ag9__chain0	34.5	49.8	94.4	313	623	319	3.7799999999999995e-54	181.0
3v9v	3v9v_A	3b1m	3b1m__chain0	99.6	100.0	99.6	259	258	260	3.15e-181	492.0
3v9y	3v9y_A	3b1m	3b1m__chain0	99.2	100.0	99.6	261	261	260	8.73e-182	493.0
3vfe	3vfe_A	1k1i	1k1i__chain0	44.6	99.1	98.7	222	222	223	4.0500000000000005e-70	207.0
3vi8	3vi8_A	3b1m	3b1m__chain0	61.5	100.0	98.5	265	258	260	5.43e-115	324.0
3vif	3vif_A	2j7h	2j7h__chain0	40.5	95.6	96.8	462	473	438	2.2699999999999997e-104	312.0
3vig	3vig_A	2j7h	2j7h__chain0	40.5	95.8	96.8	462	472	438	2.1999999999999998e-104	312.0
3vij	3vij_A	2j7h	2j7h__chain0	40.3	95.8	96.8	462	472	438	1.2400000000000002e-103	310.0
3vik	3vik_A	2j7h	2j7h__chain0	40.3	95.8	96.8	462	472	438	8.76e-104	310.0
3vil	3vil_A	2j7h	2j7h__chain0	40.3	95.8	96.8	462	472	438	8.76e-104	310.0
3vim	3vim_A	2j7h	2j7h__chain0	40.3	95.8	96.8	462	472	438	6.2e-104	311.0
3vin	3vin_A	2j7h	2j7h__chain0	40.3	95.8	96.8	462	472	438	6.2e-104	311.0
3vio	3vio_A	2j7h	2j7h__chain0	40.3	95.8	96.8	462	472	438	6.2e-104	311.0
3vip	3vip_A	2j7h	2j7h__chain0	40.3	95.8	96.8	462	472	438	6.2e-104	311.0
3vjn	3vjn_A	4twp	4twp__chain0	39.8	83.2	89.5	249	297	266	8.43e-59	183.0
3vjo	3vjo_A	3pyy	3pyy__chain0	40.0	83.2	91.3	250	298	265	2.68e-60	187.0
3vq4	3vq4_B	3ao4	3ao4__chain0	97.1	99.3	100.0	139	140	139	4.94e-99	274.0
3vq5	3vq5_A	3ao4	3ao4__chain1	99.2	100.0	100.0	133	133	133	5.870000000000001e-97	268.0
3vq6	3vq6_B	3ao4	3ao4__chain0	96.4	97.9	100.0	140	143	139	1.8700000000000001e-97	270.0
