pid,kind,y_true,y_pred
4lop,Kd,8.1500,6.9975
4loq,Kd,8.1500,7.0895
4m0y,Kd,6.4600,5.2617
4m12,Kd,6.0500,7.7569
4m13,Kd,6.7000,8.0999
4m14,Kd,6.7000,5.6388
4m8e,Kd,7.8900,6.5821
4m8h,Kd,7.6000,6.4724
4mdn,Ki,6.2200,7.8140
4mdq,Ki,5.9200,6.2291
4mq6,Kd,6.4700,6.4039
4mr3,Kd,5.9400,5.7971
4mr4,Kd,5.9400,6.6844
4mue,Kd,6.7000,7.3484
4muf,Kd,6.3400,7.3603
4mul,Kd,6.2100,6.9469
4n07,Kd,6.4600,6.2819
4n4s,Ki,6.8800,8.5734
4n6y,Ki,7.0400,6.3884
4n6z,Ki,7.8000,6.8762
4n70,Ki,12.0000,8.1312
4nct,Ki,7.5500,8.9665
4nh7,Ki,8.4000,8.5048
4nh8,Ki,8.5200,8.4485
4nj3,Kd,6.5200,8.6088
4nl1,Kd,3.8900,4.2925
4nmo,Kd,4.8300,5.9742
4nmp,Kd,4.0400,6.2175
4nmq,Kd,4.4900,6.4600
4nms,Kd,4.9400,6.1024
4nmt,Kd,4.8500,6.4573
4nuc,Ki,6.0400,5.6589
4nud,Ki,7.0700,5.3761
4nue,Ki,6.8200,5.4121
4nwc,Ki,5.7600,5.4311
4nxu,Kd,5.5400,5.6151
4nxv,Kd,5.4200,5.5198
4nzb,Ki,4.1700,6.0506
4o04,Ki,6.1600,7.7480
4o05,Ki,7.4300,8.7147
4o07,Ki,7.3800,8.7902
4o09,Ki,7.7000,8.1811
4o0b,Ki,8.3000,8.5044
4o3f,Kd,5.5600,6.4393
4oag,Kd,6.3000,5.5192
4oaz,Kd,5.7700,5.8212
4ocq,Kd,4.6100,4.9483
4ogi,Kd,7.4300,7.4183
4ogj,Kd,6.7900,8.1915
4os1,Ki,5.6000,8.2657
4os2,Ki,6.7000,8.0481
4os4,Ki,4.8700,8.4834
4os6,Ki,6.4400,8.0431
4os7,Ki,4.6200,8.7057
4poh,Kd,8.0000,6.6414
4poj,Kd,8.1000,6.5626
4pp3,Kd,7.8200,6.2877
4pp5,Kd,7.7400,6.4456
4pp9,Ki,7.3700,6.9826
4ppa,Ki,9.1000,7.0179
4ppb,Ki,10.0000,6.7956
4ppc,Ki,9.0300,6.9951
4pqn,Ki,9.1500,7.5274
4prj,Ki,7.1400,7.2974
4q18,Ki,6.1300,7.5463
4q19,Ki,8.0500,6.9955
4q1a,Ki,9.3000,7.5522
4q1b,Ki,8.7200,7.6285
4q1c,Ki,8.7000,7.7891
4q1d,Ki,7.7800,7.8556
4qaa,Kd,6.4400,5.8057
4qab,Kd,9.7000,7.0316
4qac,Kd,9.4000,7.6548
4qb3,Kd,5.4700,5.6351
4qd6,Ki,8.6400,7.0652
4qem,Kd,7.8000,4.7084
4qer,Kd,7.5400,5.3142
4ql1,Kd,7.0300,6.7027
4qp1,Kd,3.6100,5.0779
4qp2,Kd,3.0300,4.8763
4qp6,Kd,3.4600,4.6170
4qta,Kd,6.7000,7.8247
4qxo,Kd,5.5100,5.3202
4qxq,Kd,5.7000,5.5347
4qxr,Kd,6.0000,5.5991
4qy3,Ki,6.8200,5.6285
4qyy,Kd,7.3000,6.7076
4qzs,Kd,7.0500,6.6691
4r73,Kd,7.6400,5.9556
4r74,Kd,8.1000,6.0033
4r75,Kd,7.2400,6.2446
4r8y,Ki,6.1900,6.9649
4r91,Kd,6.3700,7.0914
4r92,Ki,7.4100,7.3244
4r93,Ki,7.8000,7.4287
4r95,Ki,7.8500,7.6977
4rak,Ki,7.8500,7.8392
4rfm,Ki,10.0500,8.2166
4rj4,Ki,7.8000,8.0669
4rj5,Ki,7.1800,6.9803
4rj7,Ki,7.6600,7.4543
4rj8,Ki,7.7700,7.7079
4rkx,Ki,5.1000,4.8334
4rme,Kd,5.9200,7.9872
4rn6,Kd,5.1000,7.3049
4rqk,Kd,5.8200,5.4610
4rqv,Kd,5.0500,5.5654
4rr6,Kd,6.0000,5.7844
4rra,Kd,4.8700,5.5804
4rrg,Kd,2.8100,6.2219
4rrq,Kd,5.4700,6.6203
4rrr,Kd,4.4400,6.7202
4rrv,Kd,7.4000,5.8883
4rt0,Kd,5.5000,5.0135
4rt1,Kd,6.1400,5.7244
4tqn,Kd,6.1100,4.5972
4tw6,Ki,4.2100,8.8070
4tw7,Ki,7.5900,9.2252
4twp,Ki,10.0000,7.6846
4txc,Kd,6.6200,8.4101
4ty1,Ki,9.2600,7.9545
4u7o,Kd,3.3500,5.6628
4ue1,Kd,8.0000,7.8569
4uj1,Ki,6.5200,7.2385
4uj9,Ki,8.7000,7.5824
4ujb,Ki,8.0000,7.1668
4um1,Ki,5.7700,5.1264
4und,Kd,8.9600,7.4671
4ux9,Kd,5.1000,6.2116
4w9o,Ki,7.7700,7.5105
4w9p,Ki,7.8000,7.5892
4w9w,Kd,7.4800,5.8843
4w9x,Kd,7.4000,8.2210
4wa9,Ki,8.4200,7.2826
4wiv,Kd,6.2600,6.8579
4x0z,Kd,3.1500,6.5059
4x14,Kd,2.9200,5.1630
4x1n,Kd,6.4200,6.6695
4x1p,Kd,4.2000,5.5091
4x1r,Kd,6.4000,6.7640
4x1s,Kd,6.8700,7.0307
4x6h,Ki,7.6600,6.4605
4xip,Ki,6.6300,7.2702
4xiq,Ki,7.0700,7.6777
4xir,Ki,6.9400,8.4262
4xit,Ki,7.2700,8.5329
4xj0,Ki,9.5200,7.6534
4xk9,Kd,9.0700,9.2197
4xqa,Kd,4.9900,8.4596
4xqb,Kd,3.7900,8.4046
4xx9,Kd,5.0800,5.3033
4y79,Ki,7.9600,6.9570
4yb6,Kd,5.3200,5.1709
4yc8,Kd,7.8500,7.4081
4yes,Ki,8.0200,7.4030
4yk0,Kd,3.7400,3.9386
4ykk,Ki,2.7700,4.4682
4ytc,Ki,7.8900,6.9585
4ytf,Ki,8.1500,7.9008
4yth,Ki,8.7000,7.9219
4yvc,Ki,5.9600,6.8405
4yve,Ki,7.0000,7.4194
4yxo,Kd,7.0400,4.2757
4yxu,Kd,7.2400,5.4666
4z84,Ki,5.8200,7.5265
4z93,Kd,7.3500,7.6175
4zfi,Kd,6.3000,6.3764
4zgk,Kd,5.5100,6.2035
4zhm,Ki,8.0500,7.6034
4zki,Kd,2.9200,6.1361
4zme,Kd,4.3000,5.3657
4zmf,Kd,3.9600,5.5425
4zsh,Kd,7.0500,7.4287
4ztr,Kd,8.3000,6.5268
4zzx,Kd,6.9000,5.7229
4zzy,Kd,5.6000,7.1835
5a00,Kd,7.5200,6.7920
5a0e,Ki,6.5300,8.7028
5a14,Kd,7.3000,7.8656
5a4c,Kd,8.2400,7.9685
5a6a,Ki,7.2200,6.8253
5a6b,Ki,8.1000,6.9411
5a6i,Kd,7.2500,6.6640
5a6k,Ki,5.9500,6.9325
5a7b,Kd,3.5700,5.5892
5abe,Ki,3.0500,6.7999
5abf,Ki,4.8500,6.6995
5abg,Ki,8.0500,6.7911
5abh,Ki,8.7700,6.5603
5acy,Kd,8.1900,6.6293
5ant,Kd,6.3600,7.2428
5anu,Kd,9.4000,7.3887
5anv,Kd,9.3000,8.1426
5anw,Kd,8.5200,7.0504
5aok,Kd,2.7000,4.4507
5aom,Kd,2.9000,4.2666
5aqf,Kd,3.7800,5.3569
5aqg,Kd,4.5100,5.5544
5aqj,Kd,2.6800,3.9844
5aqk,Kd,3.6500,6.2931
5aqn,Kd,2.7700,4.3516
5aqo,Kd,2.8500,4.4198
5aqp,Kd,2.6800,4.0079
5aqq,Kd,3.1000,4.3721
5aqr,Kd,3.0000,4.5563
5aqt,Kd,3.5100,5.1518
5aqu,Kd,2.9800,5.7724
5aqv,Kd,3.4300,6.2503
5aut,Kd,5.1700,6.9691
5ayt,Ki,6.7700,4.2252
5bml,Ki,8.0000,7.7024
5boj,Kd,7.0000,7.5779
5c4k,Kd,4.5600,5.3135
5c4l,Kd,5.6400,5.2799
5c8k,Ki,7.7000,7.7105
5c8m,Ki,7.1900,7.7901
5c8n,Ki,7.5500,7.4996
5cal,Ki,7.6600,7.4761
5can,Ki,6.9100,7.4752
5cao,Ki,7.4200,7.6013
5cap,Ki,7.2800,8.1340
5caq,Ki,8.5700,8.0005
5cas,Ki,8.8500,8.3379
5cau,Ki,8.8000,8.1340
5cbr,Kd,5.7400,7.1578
5csw,Kd,8.4000,8.6518
5csx,Kd,8.2200,8.6841
5d24,Kd,5.2400,6.1497
5d25,Kd,6.3000,6.4338
5d26,Kd,6.0900,6.2481
5d3h,Kd,5.1000,6.5554
5d3j,Kd,5.2400,6.5651
5d3l,Kd,6.0600,6.8536
5d3n,Kd,5.0400,6.6383
5d3p,Kd,5.1300,6.8049
5d3s,Kd,5.8900,6.6977
5d3t,Kd,4.9200,5.8761
5dex,Ki,7.6500,5.2420
5dgz,Ki,7.8500,7.9275
5dhj,Ki,6.7000,5.6994
5dia,Ki,10.4600,7.6751
5dit,Ki,6.1500,8.2431
5diu,Ki,7.3700,9.1032
5div,Ki,6.8500,7.7080
5dlx,Kd,5.7000,6.8433
5dlz,Kd,5.7400,6.1758
5dqc,Ki,7.3400,9.2029
5dwr,Ki,11.2200,8.0069
5edq,Ki,8.7000,7.6612
5edr,Ki,7.4600,7.0115
5eg4,Ki,7.6800,7.3496
5egu,Kd,5.8500,7.3300
5eis,Kd,5.7400,5.9580
5ejl,Kd,6.6200,5.4920
5elv,Kd,6.8000,6.1108
5em5,Ki,6.5800,7.0613
5em6,Ki,8.4000,7.0996
5em7,Ki,7.7200,6.9866
5eng,Kd,5.8500,5.1712
5eom,Kd,6.3900,5.5418
5ep7,Kd,5.4000,4.0162
5ew9,Ki,11.0000,7.4186
5ewk,Kd,4.8500,5.5751
5ewy,Kd,4.3000,5.3711
5f5z,Kd,7.0700,8.3910
5f60,Kd,7.3700,8.5026
5f61,Kd,7.4600,8.4407
5f62,Kd,8.1700,8.6496
5f63,Kd,7.9200,8.5773
5fcz,Ki,4.2000,7.5411
5fhn,Ki,5.9000,6.8347
5fky,Ki,8.3300,6.7442
5fl0,Ki,6.4600,7.3631
5fl1,Ki,8.4900,7.3226
5fnc,Kd,4.1100,5.8840
5fnd,Kd,3.4900,5.5172
5fnf,Kd,3.1500,4.5755
5fot,Kd,3.1700,4.3430
5fsl,Kd,4.6200,5.7311
5fsm,Kd,4.4000,5.5430
5fsn,Kd,5.7700,6.0196
5fso,Kd,6.0900,4.8884
5h85,Kd,4.7000,4.4276
5hcx,Ki,8.3900,8.3133
5hcy,Ki,8.9200,8.8012
5hd0,Ki,8.4000,7.3142
5hdu,Ki,9.0000,7.9018
5hdv,Ki,7.8200,7.3869
5hdx,Ki,7.3200,7.4354
5hdz,Ki,7.3500,7.2846
5he4,Ki,7.7000,7.7592
5he5,Ki,6.4700,7.3549
5he7,Ki,8.3000,7.6199
5hes,Kd,7.5400,7.7662
5htb,Kd,6.7700,6.6800
5htc,Kd,6.8200,6.5527
5htl,Kd,6.3000,6.3203
5htz,Ki,8.6200,7.5070
5hu0,Ki,6.2300,6.7035
5hu1,Ki,8.6600,7.1951
5hu9,Kd,7.6200,9.2399
5hvu,Ki,7.8900,8.1767
5i3v,Kd,7.8000,6.8350
5i3w,Kd,9.2200,7.2199
5i3x,Kd,8.1000,7.9668
5i3y,Kd,9.4000,7.8598
5i7y,Kd,7.2800,6.0337
5i80,Kd,7.2100,5.9277
5i88,Kd,6.6000,6.1701
5i9y,Kd,8.5500,6.9996
5ia1,Kd,6.2800,7.5405
5ie1,Kd,6.8500,6.5125
5igk,Kd,7.3800,7.4269
5igl,Kd,7.3700,6.6119
5iis,Ki,9.0000,7.8427
5ipj,Kd,8.8900,7.1468
5izf,Kd,9.7400,7.0996
5izj,Kd,11.5200,6.8931
5j0d,Kd,6.8700,5.5237
5j20,Kd,9.1400,6.9176
5j27,Kd,6.7400,7.4074
5j5r,Ki,6.8900,6.4894
5j64,Kd,6.8500,5.9872
5j6l,Kd,7.8900,6.8080
5j6m,Kd,8.5700,6.6723
5j6n,Kd,7.7700,7.8018
5j82,Kd,6.0000,7.2819
5j86,Kd,8.2600,7.0360
5j9x,Kd,7.7700,6.8329
5jq5,Kd,5.6300,7.6789
5jq8,Kd,5.7000,7.6871
5jy3,Ki,7.9200,8.5416
5k4z,Kd,6.1500,6.4661
5khd,Kd,5.6000,5.6019
5kks,Ki,8.7000,8.6093
5kkt,Ki,9.0000,8.7958
5kq5,Kd,8.0500,9.6244
5l3a,Kd,4.8900,5.9851
5l4i,Kd,6.5900,6.6164
5ljj,Kd,7.2100,6.7109
5lny,Kd,7.3800,7.0618
5lpj,Kd,5.0000,4.8631
5lpk,Kd,5.5100,4.7564
5lpl,Kd,4.9200,5.0631
5lpm,Kd,5.5600,4.9549
5luu,Kd,5.0600,5.3966
5lvl,Kd,5.9000,5.8687
5lvn,Kd,4.7000,5.4563
5lxb,Ki,9.7700,5.8453
5mf6,Kd,4.3600,4.9662
5mi5,Kd,6.7700,5.8281
5mi7,Kd,7.1100,5.9820
5mme,Kd,5.8500,4.9172
5mmg,Kd,6.0100,5.5689
5mn1,Kd,2.4800,3.5723
5mnb,Kd,2.4800,3.6200
5mnc,Kd,1.3100,3.7835
5mnn,Kd,3.8400,3.8379
5mno,Kd,3.8400,3.8603
5mpk,Kd,8.5200,5.0270
5mpn,Kd,7.0700,4.6699
5mpz,Kd,4.0700,3.9432
5mql,Kd,5.8500,5.3958
5mqt,Kd,5.7000,5.4112
5mrb,Kd,6.3300,7.6864
5n7v,Kd,8.7700,6.4425
5n93,Kd,8.6600,6.4587
5n9s,Kd,8.6200,8.6554
5na0,Kd,9.7700,8.1991
5nad,Kd,8.9600,8.7292
5neb,Ki,7.7700,4.6050
5nf5,Ki,6.8200,4.5820
5ng9,Ki,6.7200,4.3454
5nih,Ki,6.8700,4.6358
5nlk,Kd,7.4600,4.8888
5nne,Kd,4.7100,6.2484
5ntt,Kd,5.7500,8.2283
5nu3,Kd,6.6400,4.8725
5nu5,Kd,6.3300,4.7610
5ny6,Ki,7.8700,4.2866
5nyh,Kd,7.7300,6.7765
5nze,Kd,6.3900,4.8160
5nzf,Ki,4.0300,6.8484
5nzn,Ki,3.6600,6.8254
5o4f,Ki,6.6800,4.8063
5o87,Kd,6.6100,4.9064
5o91,Kd,6.4600,7.8953
5oaj,Kd,6.5600,4.7151
5obg,Kd,7.1300,6.4800
5oci,Kd,8.0500,7.1553
5odx,Kd,6.7100,7.9081
5ofu,Ki,4.2000,5.3451
5oot,Ki,7.5500,7.8619
5op2,Ki,6.6200,7.4032
5op4,Ki,6.7100,7.7157
5op5,Ki,6.6700,7.5773
5opb,Ki,7.6200,8.1317
5opr,Ki,5.5900,7.3744
5ops,Ki,5.0600,6.7051
5opu,Ki,7.2800,7.1315
5opv,Ki,7.2900,7.7914
5oq5,Ki,7.7000,8.2347
5oq6,Ki,7.5600,7.7999
5oq7,Ki,6.4900,7.3365
5oq8,Ki,5.8500,7.5166
5orr,Kd,3.7700,4.3256
5ort,Kd,3.0500,4.2597
5orv,Kd,2.8900,3.8975
5orw,Kd,3.1000,4.1274
5ory,Kd,3.4500,3.8257
5orz,Kd,3.3600,3.6842
5os0,Kd,2.5500,4.5828
5os1,Kd,3.3100,3.9395
5os2,Kd,2.7400,3.6766
5os3,Kd,2.4300,3.6232
5os4,Kd,2.7800,3.8995
5os5,Kd,3.3900,3.7519
5osd,Kd,3.2100,4.3028
5ose,Kd,3.1700,4.1530
5sz2,Ki,8.7000,4.9160
5tb6,Kd,5.8200,4.2596
5tpx,Kd,6.5500,6.6356
5tzd,Kd,5.7400,4.8931
5tzg,Kd,5.8000,5.3845
5u28,Kd,7.1700,6.0499
5u49,Kd,6.1400,7.0020
5ugb,Ki,6.7900,7.4042
5ula,Ki,7.1100,5.6397
5uoo,Ki,8.8500,7.3396
5usy,Kd,7.5100,6.6170
5usz,Kd,6.9700,6.8098
5ut0,Kd,5.8800,6.6931
5ut4,Kd,4.3800,7.7347
5ut6,Kd,4.2400,6.5432
5uzj,Ki,6.7800,7.5654
5uzk,Ki,6.7400,8.2855
5v0n,Ki,7.1700,9.1342
5v5y,Kd,7.8700,6.6963
5v82,Ki,10.1500,8.0082
5vb5,Kd,6.4600,8.0752
5vb6,Kd,6.3700,7.0103
5vb7,Ki,6.7200,8.2177
5vc3,Kd,7.1100,6.9800
5vc4,Kd,7.3600,7.1915
5vc5,Kd,7.9600,6.7939
5vc6,Kd,7.8700,6.7722
5vcv,Kd,6.8200,5.9589
5vcw,Kd,5.9600,6.5986
5vcx,Kd,5.5500,6.8071
5vcy,Kd,6.5700,6.9074
5vcz,Kd,6.3500,7.1232
5vd0,Kd,6.4900,6.6212
5vd1,Kd,6.0000,6.7893
5vd2,Kd,7.1000,6.4853
5vd3,Kd,5.5500,6.8067
5vdk,Kd,7.5700,7.3213
5vih,Ki,7.4900,5.3868
5vii,Ki,7.2900,5.9988
5vyy,Kd,6.2100,6.7480
5w5v,Kd,6.1000,5.0510
5wa5,Kd,6.7200,7.8228
5wev,Ki,6.8200,6.6405
5wij,Kd,6.3100,7.4939
5win,Kd,7.0300,6.8141
5wmg,Kd,8.2100,7.0983
5wrs,Kd,5.5200,5.4713
5wxf,Ki,4.4800,8.4801
5wxo,Ki,3.6800,8.1152
5wxp,Ki,3.3500,6.6947
5xsr,Kd,7.6900,6.5506
5xsu,Kd,6.7400,6.4761
5y7z,Kd,7.8100,6.6915
5y80,Kd,8.7900,6.7208
5ylu,Ki,8.6200,6.5299
5yqx,Kd,6.9600,6.2248
5za7,Ki,5.8700,6.1921
5za8,Ki,6.2900,6.2269
5zae,Ki,6.8100,6.1757
5zaf,Ki,6.7800,6.0479
5zag,Ki,6.9700,6.0642
5zah,Ki,7.2800,6.2912
5zaj,Ki,7.3800,6.5555
5zc5,Ki,7.0600,6.4546
6ajv,Kd,5.0400,4.8016
6apt,Ki,6.0500,6.8685
6aqo,Ki,6.1100,6.9267
6b8y,Ki,9.6600,8.8769
6bny,Kd,6.4000,5.9659
6bod,Kd,4.2600,5.5048
6c2r,Ki,9.1000,7.2132
6dhc,Ki,7.9600,7.9565
6dkb,Kd,9.1500,7.6857
6dkg,Kd,8.5900,7.9438
6dki,Kd,8.6400,6.9112
6dl2,Ki,7.4800,6.0711
6dne,Ki,7.4800,8.0340
6dxl,Kd,5.8000,6.9391
6e4u,Kd,7.8700,4.8634
6e4w,Kd,6.7000,5.2557
6e7r,Kd,6.8300,7.8205
6e7t,Kd,6.8900,7.6902
6e7u,Kd,6.9200,7.9928
6ei5,Kd,7.4200,6.8199
6eif,Ki,6.9800,7.0520
6eij,Ki,5.7700,8.1286
6eil,Ki,5.5500,6.8671
6eip,Ki,5.7000,7.5244
6eiq,Ki,6.4200,7.4496
6eis,Ki,6.6000,8.2358
6ej4,Ki,6.8000,6.9065
6el5,Kd,6.8800,8.5584
6eln,Kd,6.0500,6.4257
6elo,Kd,6.2900,6.6722
6elp,Kd,6.6300,6.5518
6eq2,Kd,5.8900,5.2735
6eq3,Kd,6.1500,6.4181
6eq5,Kd,4.7400,5.2697
6eq7,Kd,7.0000,6.5386
6ey8,Kd,5.8100,6.6818
6ey9,Kd,5.9100,7.2741
6eya,Kd,7.4800,6.6148
6eyb,Kd,5.3700,6.5245
6f1n,Kd,6.2600,7.2468
6f20,Kd,4.3100,5.8936
6fcj,Kd,7.1500,6.0837
6fcl,Ki,4.6400,5.5954
6fsy,Kd,6.6100,5.8762
6g0q,Kd,4.6100,6.7115
6g36,Kd,7.7900,6.0067
6g37,Kd,7.3700,5.9057
6g38,Kd,6.6200,5.3982
6ggb,Kd,5.3900,4.6838
6ggf,Kd,5.3900,4.7913
6gnp,Kd,4.5500,5.9063
6gnr,Kd,5.4400,7.0956
6gnw,Kd,4.9900,7.4105
6gr7,Kd,5.5000,6.9726
6grp,Kd,5.4800,5.5217
6hd6,Kd,5.7000,6.2326
6hgr,Ki,3.4600,5.5499
6hgs,Ki,3.7700,6.0720
6hhr,Kd,7.0100,6.1944
6hoy,Kd,4.4800,5.5992
6k3l,Kd,7.2200,6.0256
6mh1,Kd,5.9200,7.9799
6mwe,Kd,9.2000,8.3602
6mxe,Kd,4.2600,7.0832
6n8x,Kd,5.7000,7.3095
6nfy,Kd,7.8000,5.9806
6nmb,Ki,2.7000,4.7808
6no9,Ki,10.5200,7.8173
6np2,Kd,6.8000,5.4292
6np3,Kd,6.4700,5.3889
6np4,Kd,4.4400,4.3609
6np5,Kd,4.5700,4.5487
6o5u,Kd,4.3800,4.3987
6o94,Ki,8.7400,9.2530
6o95,Ki,8.2900,8.3222
6olx,Kd,5.3800,7.2790
6pl1,Kd,7.6500,7.5855
6qas,Kd,7.7400,7.3635
6qau,Kd,7.4800,7.2130
6r8l,Kd,6.1700,5.9067
6r8o,Kd,8.2200,5.7578
6r8w,Kd,5.9200,5.8085
6r9u,Kd,2.1200,4.2229
6r9x,Kd,2.9600,4.6197
6rot,Ki,6.3200,7.3084
6s56,Kd,5.1000,6.1379
6s57,Kd,5.1000,6.2041
