pid,kind,y_true,y_pred
4lop,Kd,8.1500,6.7705
4loq,Kd,8.1500,6.7879
4m0y,Kd,6.4600,5.2251
4m12,Kd,6.0500,7.5983
4m13,Kd,6.7000,7.8331
4m14,Kd,6.7000,5.5317
4m8e,Kd,7.8900,6.5945
4m8h,Kd,7.6000,6.2241
4mdn,Ki,6.2200,7.7655
4mdq,Ki,5.9200,6.3069
4mq6,Kd,6.4700,6.7130
4mr3,Kd,5.9400,6.0736
4mr4,Kd,5.9400,6.6565
4mue,Kd,6.7000,7.0256
4muf,Kd,6.3400,7.1146
4mul,Kd,6.2100,7.6426
4n07,Kd,6.4600,5.5182
4n4s,Ki,6.8800,9.0760
4n6y,Ki,7.0400,6.7433
4n6z,Ki,7.8000,7.2198
4n70,Ki,12.0000,8.3472
4nct,Ki,7.5500,8.3879
4nh7,Ki,8.4000,8.1909
4nh8,Ki,8.5200,7.9038
4nj3,Kd,6.5200,8.2756
4nl1,Kd,3.8900,4.0917
4nmo,Kd,4.8300,5.6986
4nmp,Kd,4.0400,6.0195
4nmq,Kd,4.4900,5.9526
4nms,Kd,4.9400,5.9896
4nmt,Kd,4.8500,5.8006
4nuc,Ki,6.0400,5.7982
4nud,Ki,7.0700,5.6687
4nue,Ki,6.8200,5.9155
4nwc,Ki,5.7600,5.1723
4nxu,Kd,5.5400,4.5393
4nxv,Kd,5.4200,4.5205
4nzb,Ki,4.1700,6.1753
4o04,Ki,6.1600,7.6567
4o05,Ki,7.4300,8.5247
4o07,Ki,7.3800,8.5236
4o09,Ki,7.7000,8.1420
4o0b,Ki,8.3000,8.1893
4o3f,Kd,5.5600,6.7351
4oag,Kd,6.3000,4.9281
4oaz,Kd,5.7700,5.4936
4ocq,Kd,4.6100,4.6353
4ogi,Kd,7.4300,7.1871
4ogj,Kd,6.7900,7.2647
4os1,Ki,5.6000,6.8470
4os2,Ki,6.7000,6.8129
4os4,Ki,4.8700,6.9375
4os6,Ki,6.4400,6.8559
4os7,Ki,4.6200,7.0350
4poh,Kd,8.0000,6.1379
4poj,Kd,8.1000,6.1403
4pp3,Kd,7.8200,6.3678
4pp5,Kd,7.7400,6.1272
4pp9,Ki,7.3700,6.8450
4ppa,Ki,9.1000,6.3532
4ppb,Ki,10.0000,6.5374
4ppc,Ki,9.0300,6.7749
4pqn,Ki,9.1500,7.8383
4prj,Ki,7.1400,6.7892
4q18,Ki,6.1300,8.1765
4q19,Ki,8.0500,7.9566
4q1a,Ki,9.3000,7.8897
4q1b,Ki,8.7200,8.5286
4q1c,Ki,8.7000,8.1421
4q1d,Ki,7.7800,8.6219
4qaa,Kd,6.4400,6.2669
4qab,Kd,9.7000,6.7460
4qac,Kd,9.4000,7.2838
4qb3,Kd,5.4700,5.8360
4qd6,Ki,8.6400,7.1113
4qem,Kd,7.8000,3.8655
4qer,Kd,7.5400,4.8579
4ql1,Kd,7.0300,6.9131
4qp1,Kd,3.6100,5.1916
4qp2,Kd,3.0300,4.6212
4qp6,Kd,3.4600,4.5500
4qta,Kd,6.7000,8.8072
4qxo,Kd,5.5100,5.3744
4qxq,Kd,5.7000,5.4277
4qxr,Kd,6.0000,5.3940
4qy3,Ki,6.8200,4.7340
4qyy,Kd,7.3000,6.8246
4qzs,Kd,7.0500,6.4278
4r73,Kd,7.6400,5.1538
4r74,Kd,8.1000,5.1613
4r75,Kd,7.2400,5.3091
4r8y,Ki,6.1900,6.3028
4r91,Kd,6.3700,6.2714
4r92,Ki,7.4100,6.9328
4r93,Ki,7.8000,6.9992
4r95,Ki,7.8500,7.3208
4rak,Ki,7.8500,7.5804
4rfm,Ki,10.0500,8.0648
4rj4,Ki,7.8000,9.0263
4rj5,Ki,7.1800,7.9073
4rj7,Ki,7.6600,7.9850
4rj8,Ki,7.7700,8.7999
4rkx,Ki,5.1000,4.1273
4rme,Kd,5.9200,6.3885
4rn6,Kd,5.1000,6.5207
4rqk,Kd,5.8200,5.5051
4rqv,Kd,5.0500,5.6449
4rr6,Kd,6.0000,5.7517
4rra,Kd,4.8700,5.0640
4rrg,Kd,2.8100,5.8002
4rrq,Kd,5.4700,5.7482
4rrr,Kd,4.4400,6.0596
4rrv,Kd,7.4000,6.6351
4rt0,Kd,5.5000,5.3952
4rt1,Kd,6.1400,5.5903
4tqn,Kd,6.1100,5.4947
4tw6,Ki,4.2100,8.0736
4tw7,Ki,7.5900,8.7095
4twp,Ki,10.0000,7.8869
4txc,Kd,6.6200,8.2914
4ty1,Ki,9.2600,8.1038
4u7o,Kd,3.3500,5.6664
4ue1,Kd,8.0000,7.8086
4uj1,Ki,6.5200,7.8814
4uj9,Ki,8.7000,7.7700
4ujb,Ki,8.0000,7.5539
4um1,Ki,5.7700,5.6191
4und,Kd,8.9600,7.0599
4ux9,Kd,5.1000,5.8020
4w9o,Ki,7.7700,7.5517
4w9p,Ki,7.8000,7.7499
4w9w,Kd,7.4800,5.2758
4w9x,Kd,7.4000,6.9505
4wa9,Ki,8.4200,7.3542
4wiv,Kd,6.2600,7.0560
4x0z,Kd,3.1500,3.9538
4x14,Kd,2.9200,3.3686
4x1n,Kd,6.4200,6.7599
4x1p,Kd,4.2000,5.2548
4x1r,Kd,6.4000,6.9025
4x1s,Kd,6.8700,7.2177
4x6h,Ki,7.6600,7.1119
4xip,Ki,6.6300,6.8992
4xiq,Ki,7.0700,7.3154
4xir,Ki,6.9400,7.7830
4xit,Ki,7.2700,8.2422
4xj0,Ki,9.5200,7.8192
4xk9,Kd,9.0700,7.9179
4xqa,Kd,4.9900,5.7931
4xqb,Kd,3.7900,5.8055
4xx9,Kd,5.0800,5.8663
4y79,Ki,7.9600,6.7089
4yb6,Kd,5.3200,4.3420
4yc8,Kd,7.8500,7.5700
4yes,Ki,8.0200,7.6190
4yk0,Kd,3.7400,4.5865
4ykk,Ki,2.7700,4.9475
4ytc,Ki,7.8900,7.7689
4ytf,Ki,8.1500,7.7654
4yth,Ki,8.7000,7.9939
4yvc,Ki,5.9600,6.9265
4yve,Ki,7.0000,7.2057
4yxo,Kd,7.0400,3.7444
4yxu,Kd,7.2400,4.0137
4z84,Ki,5.8200,7.9603
4z93,Kd,7.3500,7.5441
4zfi,Kd,6.3000,5.9952
4zgk,Kd,5.5100,5.9106
4zhm,Ki,8.0500,7.0902
4zki,Kd,2.9200,6.3807
4zme,Kd,4.3000,5.1879
4zmf,Kd,3.9600,5.2795
4zsh,Kd,7.0500,6.6810
4ztr,Kd,8.3000,7.1807
4zzx,Kd,6.9000,5.1289
4zzy,Kd,5.6000,6.2996
5a00,Kd,7.5200,6.4750
5a0e,Ki,6.5300,7.4442
5a14,Kd,7.3000,8.7875
5a4c,Kd,8.2400,8.1331
5a6a,Ki,7.2200,5.5366
5a6b,Ki,8.1000,5.8065
5a6i,Kd,7.2500,5.0897
5a6k,Ki,5.9500,5.8255
5a7b,Kd,3.5700,5.2802
5abe,Ki,3.0500,5.9244
5abf,Ki,4.8500,6.0419
5abg,Ki,8.0500,6.3399
5abh,Ki,8.7700,5.9203
5acy,Kd,8.1900,7.0699
5ant,Kd,6.3600,8.6031
5anu,Kd,9.4000,8.9104
5anv,Kd,9.3000,8.9645
5anw,Kd,8.5200,8.0582
5aok,Kd,2.7000,4.4987
5aom,Kd,2.9000,4.3339
5aqf,Kd,3.7800,4.8021
5aqg,Kd,4.5100,4.9893
5aqj,Kd,2.6800,4.1015
5aqk,Kd,3.6500,4.7047
5aqn,Kd,2.7700,4.1560
5aqo,Kd,2.8500,4.2186
5aqp,Kd,2.6800,3.9493
5aqq,Kd,3.1000,4.1132
5aqr,Kd,3.0000,4.4349
5aqt,Kd,3.5100,4.5569
5aqu,Kd,2.9800,5.0474
5aqv,Kd,3.4300,5.4282
5aut,Kd,5.1700,6.1346
5ayt,Ki,6.7700,5.5008
5bml,Ki,8.0000,7.5376
5boj,Kd,7.0000,4.9793
5c4k,Kd,4.5600,4.6551
5c4l,Kd,5.6400,4.4810
5c8k,Ki,7.7000,8.8767
5c8m,Ki,7.1900,8.9186
5c8n,Ki,7.5500,9.1812
5cal,Ki,7.6600,8.4362
5can,Ki,6.9100,8.6187
5cao,Ki,7.4200,8.9601
5cap,Ki,7.2800,8.9458
5caq,Ki,8.5700,9.0784
5cas,Ki,8.8500,9.2046
5cau,Ki,8.8000,9.0086
5cbr,Kd,5.7400,6.4821
5csw,Kd,8.4000,8.0797
5csx,Kd,8.2200,8.6193
5d24,Kd,5.2400,5.9612
5d25,Kd,6.3000,6.0850
5d26,Kd,6.0900,6.0973
5d3h,Kd,5.1000,6.3064
5d3j,Kd,5.2400,6.2270
5d3l,Kd,6.0600,6.4694
5d3n,Kd,5.0400,6.1784
5d3p,Kd,5.1300,6.3812
5d3s,Kd,5.8900,6.2669
5d3t,Kd,4.9200,6.1233
5dex,Ki,7.6500,5.3690
5dgz,Ki,7.8500,8.4313
5dhj,Ki,6.7000,6.3441
5dia,Ki,10.4600,8.2899
5dit,Ki,6.1500,8.2895
5diu,Ki,7.3700,8.7506
5div,Ki,6.8500,7.2322
5dlx,Kd,5.7000,6.9357
5dlz,Kd,5.7400,6.4386
5dqc,Ki,7.3400,8.4779
5dwr,Ki,11.2200,8.1120
5edq,Ki,8.7000,8.2636
5edr,Ki,7.4600,7.8581
5eg4,Ki,7.6800,7.5386
5egu,Kd,5.8500,7.6569
5eis,Kd,5.7400,6.3649
5ejl,Kd,6.6200,5.8069
5elv,Kd,6.8000,5.1871
5em5,Ki,6.5800,7.6358
5em6,Ki,8.4000,8.5402
5em7,Ki,7.7200,7.9872
5eng,Kd,5.8500,5.7881
5eom,Kd,6.3900,5.0418
5ep7,Kd,5.4000,4.7201
5ew9,Ki,11.0000,7.0793
5ewk,Kd,4.8500,5.7172
5ewy,Kd,4.3000,5.6668
5f5z,Kd,7.0700,8.0238
5f60,Kd,7.3700,7.5217
5f61,Kd,7.4600,7.9414
5f62,Kd,8.1700,8.0659
5f63,Kd,7.9200,7.7807
5fcz,Ki,4.2000,6.1778
5fhn,Ki,5.9000,8.0607
5fky,Ki,8.3300,5.8193
5fl0,Ki,6.4600,6.3157
5fl1,Ki,8.4900,6.0924
5fnc,Kd,4.1100,5.6202
5fnd,Kd,3.4900,4.5860
5fnf,Kd,3.1500,5.3262
5fot,Kd,3.1700,4.4887
5fsl,Kd,4.6200,6.5980
5fsm,Kd,4.4000,7.2541
5fsn,Kd,5.7700,6.7431
5fso,Kd,6.0900,6.0981
5h85,Kd,4.7000,5.3865
5hcx,Ki,8.3900,9.2954
5hcy,Ki,8.9200,9.6395
5hd0,Ki,8.4000,6.6628
5hdu,Ki,9.0000,7.1966
5hdv,Ki,7.8200,6.7795
5hdx,Ki,7.3200,6.7108
5hdz,Ki,7.3500,6.6218
5he4,Ki,7.7000,7.5290
5he5,Ki,6.4700,6.6649
5he7,Ki,8.3000,7.5111
5hes,Kd,7.5400,7.8726
5htb,Kd,6.7700,6.9674
5htc,Kd,6.8200,6.3423
5htl,Kd,6.3000,6.3586
5htz,Ki,8.6200,6.5446
5hu0,Ki,6.2300,6.5482
5hu1,Ki,8.6600,6.7440
5hu9,Kd,7.6200,9.5951
5hvu,Ki,7.8900,8.0082
5i3v,Kd,7.8000,6.7600
5i3w,Kd,9.2200,6.6607
5i3x,Kd,8.1000,7.3382
5i3y,Kd,9.4000,7.8445
5i7y,Kd,7.2800,6.1992
5i80,Kd,7.2100,6.0306
5i88,Kd,6.6000,6.0468
5i9y,Kd,8.5500,7.5338
5ia1,Kd,6.2800,7.5703
5ie1,Kd,6.8500,6.4208
5igk,Kd,7.3800,6.9093
5igl,Kd,7.3700,5.9770
5iis,Ki,9.0000,8.1283
5ipj,Kd,8.8900,6.9773
5izf,Kd,9.7400,8.0770
5izj,Kd,11.5200,7.0167
5j0d,Kd,6.8700,6.4554
5j20,Kd,9.1400,8.2455
5j27,Kd,6.7400,8.3116
5j5r,Ki,6.8900,6.1564
5j64,Kd,6.8500,6.2187
5j6l,Kd,7.8900,8.0739
5j6m,Kd,8.5700,8.1151
5j6n,Kd,7.7700,8.8940
5j82,Kd,6.0000,7.9743
5j86,Kd,8.2600,8.0963
5j9x,Kd,7.7700,7.7685
5jq5,Kd,5.6300,6.9198
5jq8,Kd,5.7000,7.1729
5jy3,Ki,7.9200,8.3013
5k4z,Kd,6.1500,6.1031
5khd,Kd,5.6000,5.4931
5kks,Ki,8.7000,8.4426
5kkt,Ki,9.0000,9.2169
5kq5,Kd,8.0500,8.1180
5l3a,Kd,4.8900,5.4610
5l4i,Kd,6.5900,4.9885
5ljj,Kd,7.2100,7.0730
5lny,Kd,7.3800,8.1750
5lpj,Kd,5.0000,5.5248
5lpk,Kd,5.5100,5.2848
5lpl,Kd,4.9200,5.8969
5lpm,Kd,5.5600,5.9964
5luu,Kd,5.0600,6.0637
5lvl,Kd,5.9000,5.0899
5lvn,Kd,4.7000,4.6211
5lxb,Ki,9.7700,6.8312
5mf6,Kd,4.3600,4.9722
5mi5,Kd,6.7700,5.9815
5mi7,Kd,7.1100,6.2661
5mme,Kd,5.8500,5.5950
5mmg,Kd,6.0100,6.0197
5mn1,Kd,2.4800,3.5127
5mnb,Kd,2.4800,3.5174
5mnc,Kd,1.3100,3.6704
5mnn,Kd,3.8400,3.9523
5mno,Kd,3.8400,4.0446
5mpk,Kd,8.5200,5.9800
5mpn,Kd,7.0700,5.8881
5mpz,Kd,4.0700,4.5325
5mql,Kd,5.8500,6.9695
5mqt,Kd,5.7000,6.6569
5mrb,Kd,6.3300,8.1797
5n7v,Kd,8.7700,7.0213
5n93,Kd,8.6600,6.2983
5n9s,Kd,8.6200,8.8351
5na0,Kd,9.7700,8.5883
5nad,Kd,8.9600,8.6899
5neb,Ki,7.7700,5.0112
5nf5,Ki,6.8200,4.4464
5ng9,Ki,6.7200,4.6843
5nih,Ki,6.8700,4.7695
5nlk,Kd,7.4600,5.8215
5nne,Kd,4.7100,5.3980
5ntt,Kd,5.7500,8.8751
5nu3,Kd,6.6400,5.8452
5nu5,Kd,6.3300,5.8054
5ny6,Ki,7.8700,3.7251
5nyh,Kd,7.7300,7.9347
5nze,Kd,6.3900,5.9316
5nzf,Ki,4.0300,6.1756
5nzn,Ki,3.6600,6.1512
5o4f,Ki,6.6800,4.9341
5o87,Kd,6.6100,5.5618
5o91,Kd,6.4600,8.8939
5oaj,Kd,6.5600,4.5310
5obg,Kd,7.1300,6.3769
5oci,Kd,8.0500,8.3677
5odx,Kd,6.7100,8.4278
5ofu,Ki,4.2000,5.0177
5oot,Ki,7.5500,7.4715
5op2,Ki,6.6200,7.0457
5op4,Ki,6.7100,7.2225
5op5,Ki,6.6700,7.1784
5opb,Ki,7.6200,7.5271
5opr,Ki,5.5900,6.7599
5ops,Ki,5.0600,6.4442
5opu,Ki,7.2800,6.6917
5opv,Ki,7.2900,6.7431
5oq5,Ki,7.7000,7.8247
5oq6,Ki,7.5600,7.5251
5oq7,Ki,6.4900,7.0393
5oq8,Ki,5.8500,7.1378
5orr,Kd,3.7700,3.8608
5ort,Kd,3.0500,4.4462
5orv,Kd,2.8900,3.4740
5orw,Kd,3.1000,4.3329
5ory,Kd,3.4500,3.9734
5orz,Kd,3.3600,3.4625
5os0,Kd,2.5500,4.0476
5os1,Kd,3.3100,4.1250
5os2,Kd,2.7400,4.2128
5os3,Kd,2.4300,3.8280
5os4,Kd,2.7800,4.3314
5os5,Kd,3.3900,4.1532
5osd,Kd,3.2100,4.5394
5ose,Kd,3.1700,3.8192
5sz2,Ki,8.7000,3.8884
5tb6,Kd,5.8200,5.6897
5tpx,Kd,6.5500,6.5055
5tzd,Kd,5.7400,5.2080
5tzg,Kd,5.8000,5.6558
5u28,Kd,7.1700,6.3621
5u49,Kd,6.1400,5.1418
5ugb,Ki,6.7900,8.1424
5ula,Ki,7.1100,5.1586
5uoo,Ki,8.8500,7.5435
5usy,Kd,7.5100,6.6176
5usz,Kd,6.9700,6.9158
5ut0,Kd,5.8800,6.5386
5ut4,Kd,4.3800,7.5682
5ut6,Kd,4.2400,6.3760
5uzj,Ki,6.7800,7.3135
5uzk,Ki,6.7400,9.1746
5v0n,Ki,7.1700,8.5330
5v5y,Kd,7.8700,7.8220
5v82,Ki,10.1500,8.3692
5vb5,Kd,6.4600,7.9126
5vb6,Kd,6.3700,8.2510
5vb7,Ki,6.7200,9.1313
5vc3,Kd,7.1100,6.8671
5vc4,Kd,7.3600,7.3940
5vc5,Kd,7.9600,7.4788
5vc6,Kd,7.8700,7.4686
5vcv,Kd,6.8200,7.1279
5vcw,Kd,5.9600,6.9118
5vcx,Kd,5.5500,6.8792
5vcy,Kd,6.5700,7.2509
5vcz,Kd,6.3500,7.5699
5vd0,Kd,6.4900,7.5150
5vd1,Kd,6.0000,7.1767
5vd2,Kd,7.1000,6.6975
5vd3,Kd,5.5500,6.9141
5vdk,Kd,7.5700,7.9951
5vih,Ki,7.4900,5.5419
5vii,Ki,7.2900,5.8518
5vyy,Kd,6.2100,7.5832
5w5v,Kd,6.1000,5.7157
5wa5,Kd,6.7200,7.7177
5wev,Ki,6.8200,6.8995
5wij,Kd,6.3100,7.5598
5win,Kd,7.0300,6.7478
5wmg,Kd,8.2100,7.0940
5wrs,Kd,5.5200,5.9224
5wxf,Ki,4.4800,8.6687
5wxo,Ki,3.6800,6.8540
5wxp,Ki,3.3500,6.6554
5xsr,Kd,7.6900,5.8523
5xsu,Kd,6.7400,6.2010
5y7z,Kd,7.8100,6.7303
5y80,Kd,8.7900,6.1002
5ylu,Ki,8.6200,6.4595
5yqx,Kd,6.9600,6.1173
5za7,Ki,5.8700,6.9957
5za8,Ki,6.2900,7.1949
5zae,Ki,6.8100,7.0721
5zaf,Ki,6.7800,6.8171
5zag,Ki,6.9700,7.3426
5zah,Ki,7.2800,6.9265
5zaj,Ki,7.3800,7.8303
5zc5,Ki,7.0600,7.7038
6ajv,Kd,5.0400,5.2140
6apt,Ki,6.0500,6.2330
6aqo,Ki,6.1100,6.1799
6b8y,Ki,9.6600,9.0851
6bny,Kd,6.4000,6.4384
6bod,Kd,4.2600,6.0589
6c2r,Ki,9.1000,7.1708
6dhc,Ki,7.9600,6.9717
6dkb,Kd,9.1500,8.5914
6dkg,Kd,8.5900,8.0523
6dki,Kd,8.6400,7.5410
6dl2,Ki,7.4800,6.1945
6dne,Ki,7.4800,7.2680
6dxl,Kd,5.8000,7.3170
6e4u,Kd,7.8700,4.9008
6e4w,Kd,6.7000,5.3723
6e7r,Kd,6.8300,6.4536
6e7t,Kd,6.8900,7.1201
6e7u,Kd,6.9200,7.1728
6ei5,Kd,7.4200,7.8518
6eif,Ki,6.9800,7.5109
6eij,Ki,5.7700,8.0292
6eil,Ki,5.5500,7.0652
6eip,Ki,5.7000,7.7695
6eiq,Ki,6.4200,7.6506
6eis,Ki,6.6000,7.7207
6ej4,Ki,6.8000,7.3041
6el5,Kd,6.8800,8.5327
6eln,Kd,6.0500,6.4915
6elo,Kd,6.2900,6.9285
6elp,Kd,6.6300,7.5757
6eq2,Kd,5.8900,6.7593
6eq3,Kd,6.1500,6.8435
6eq5,Kd,4.7400,6.0745
6eq7,Kd,7.0000,7.6355
6ey8,Kd,5.8100,7.7589
6ey9,Kd,5.9100,8.3007
6eya,Kd,7.4800,7.7514
6eyb,Kd,5.3700,7.8493
6f1n,Kd,6.2600,6.1787
6f20,Kd,4.3100,6.0371
6fcj,Kd,7.1500,5.9969
6fcl,Ki,4.6400,5.1452
6fsy,Kd,6.6100,6.0432
6g0q,Kd,4.6100,5.3563
6g36,Kd,7.7900,5.2937
6g37,Kd,7.3700,5.3204
6g38,Kd,6.6200,5.0139
6ggb,Kd,5.3900,5.0320
6ggf,Kd,5.3900,5.2245
6gnp,Kd,4.5500,3.7049
6gnr,Kd,5.4400,4.6471
6gnw,Kd,4.9900,4.5698
6gr7,Kd,5.5000,4.3232
6grp,Kd,5.4800,4.2151
6hd6,Kd,5.7000,6.1948
6hgr,Ki,3.4600,5.0256
6hgs,Ki,3.7700,5.6807
6hhr,Kd,7.0100,6.3821
6hoy,Kd,4.4800,4.8566
6k3l,Kd,7.2200,7.3028
6mh1,Kd,5.9200,7.9458
6mwe,Kd,9.2000,8.0638
6mxe,Kd,4.2600,6.8275
6n8x,Kd,5.7000,7.4564
6nfy,Kd,7.8000,5.8463
6nmb,Ki,2.7000,4.4364
6no9,Ki,10.5200,7.8431
6np2,Kd,6.8000,4.8417
6np3,Kd,6.4700,5.1317
6np4,Kd,4.4400,4.0507
6np5,Kd,4.5700,3.9997
6o5u,Kd,4.3800,3.8477
6o94,Ki,8.7400,9.2469
6o95,Ki,8.2900,8.5885
6olx,Kd,5.3800,7.4800
6pl1,Kd,7.6500,7.3565
6qas,Kd,7.7400,7.0722
6qau,Kd,7.4800,7.1575
6r8l,Kd,6.1700,5.8164
6r8o,Kd,8.2200,6.0731
6r8w,Kd,5.9200,5.8756
6r9u,Kd,2.1200,3.9896
6r9x,Kd,2.9600,4.7353
6rot,Ki,6.3200,7.8236
6s56,Kd,5.1000,6.1491
6s57,Kd,5.1000,5.9733
