benchmark	downstream_split	downstream_pid	downstream_chain	plinder_pid	plinder_entity	fident	qcov	tcov	alnlen	evalue	bits
id30	test	6fgg	chain0	5or8	1	1.000	1.000	0.953	101	3.462E-66	217
id30	test	6fmj	chain2	8bdm	3	0.992	1.000	0.870	141	9.818E-91	290
id30	test	6gfz	chain2	8bdm	3	0.992	1.000	0.870	141	9.818E-91	290
id30	test	6gnp	chain1	5cr1	1	0.582	1.000	0.991	115	7.493E-41	145
id30	test	6gnr	chain2	5cr1	1	0.582	1.000	0.991	115	7.493E-41	145
id30	test	6gnw	chain2	5cr1	1	0.582	1.000	0.991	115	7.493E-41	145
id30	test	6gue	chain0	3tnw	1	0.976	1.000	0.997	299	1.912E-194	598
id30	test	6guh	chain0	3r1q	1	0.946	1.000	0.980	300	2.518E-186	574
id30	test	6guk	chain0	3r1q	1	0.932	1.000	0.974	298	1.362E-181	560
id30	test	6gvz	chain0	6gw0	1	1.000	1.000	0.968	305	1.108E-214	657
id30	test	6gw4	chain0	6gw0	1	0.724	1.000	0.956	307	3.115E-152	477
id30	val	1enu	chain0	6yh2	1	1.000	1.000	0.959	372	2.244E-249	761
id30	val	1f3e	chain0	6yh2	1	1.000	1.000	0.959	372	2.244E-249	761
id30	val	1jmf	chain0	1tvu	1	1.000	1.000	1.000	316	3.982E-223	682
id30	val	1jmg	chain0	1tvu	1	0.996	1.000	1.000	316	1.967E-222	680
id30	val	1nc1	chain0	3o4v	1	1.000	1.000	1.000	234	3.121E-150	467
id30	val	1nc3	chain0	3df9	1	1.000	1.000	0.971	235	6.620E-151	469
id30	val	1od8	chain0	2g3j	1	0.903	1.000	0.965	302	5.332E-187	577
id30	val	1pr5	chain5	4ts3	1	1.000	1.000	1.000	237	2.469E-154	479
id30	val	1pzp	chain0	3d4f	1	0.687	0.996	0.916	262	5.169E-116	370
id30	val	1q65	chain0	1y5x	1	0.991	1.000	0.966	372	5.714E-246	751
id30	val	1q8t	chain0	8sf8	1	0.994	0.997	0.963	340	3.038E-230	704
id30	val	1q8u	chain0	8sf8	1	0.991	1.000	0.975	344	6.458E-232	709
id30	val	1q8w	chain0	4ij9	1	0.991	1.000	0.963	337	1.496E-227	696
id30	val	1r5y	chain0	6yh2	1	0.967	1.000	0.959	372	9.021E-237	724
id30	val	1s38	chain0	6yh2	1	0.978	1.000	0.959	372	1.594E-240	735
id30	val	1s39	chain0	6yh2	1	0.983	1.000	0.959	372	3.233E-242	740
id30	val	1szd	chain0	2od9	1	0.983	1.000	0.961	296	3.691E-194	597
id30	val	1v0k	chain0	2g3j	1	0.903	1.000	0.965	302	5.332E-187	577
id30	val	1v0l	chain0	2g3j	1	0.903	1.000	0.965	302	5.332E-187	577
id30	val	1w96	chain0	5kkn	1	0.636	0.969	0.976	532	2.696E-220	687
id30	val	1y1z	chain0	4nf4	1	0.982	1.000	0.983	287	1.437E-191	589
id30	val	1y6q	chain0	3o4v	1	1.000	1.000	1.000	234	3.121E-150	467
id30	val	1y6r	chain0	3o4v	1	1.000	1.000	1.000	234	3.121E-150	467
id30	val	1ydr	chain0	4yxs	1	0.991	1.000	0.960	336	7.048E-227	694
id30	val	1yds	chain0	4yxs	1	0.991	1.000	0.960	336	7.048E-227	694
id30	val	2jds	chain0	4ij9	1	0.991	1.000	0.963	337	1.496E-227	696
id30	val	2o8h	chain0	3lxg	1	1.000	1.000	0.997	307	1.110E-215	660
id30	val	2ojg	chain0	6dmg	1	0.994	1.000	0.977	339	1.243E-229	702
id30	val	2ojj	chain0	5v60	1	1.000	1.000	0.966	344	4.458E-236	721
id30	val	2p3i	chain0	2p3k	1	1.000	1.000	1.000	161	5.751E-107	338
id30	val	2qzr	chain0	6yh2	1	0.965	1.000	0.959	372	4.055E-236	722
id30	val	2rcb	chain0	3oel	1	0.360	0.986	0.955	278	4.510E-52	186
id30	val	2yel	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	2z1w	chain0	2pwv	1	0.970	1.000	0.966	373	3.879E-238	728
id30	val	3ag9	chain0	4ij9	1	0.943	1.000	0.960	336	2.582E-212	651
id30	val	3agl	chain0	3oxt	1	0.994	0.997	0.969	340	6.751E-230	703
id30	val	3b3x	chain0	2y91	1	1.000	1.000	0.962	255	1.016E-164	510
id30	val	3bqc	chain0	8c5q	1	1.000	1.000	0.914	328	4.408E-228	697
id30	val	3bwj	chain0	4ij9	1	0.991	1.000	0.974	341	6.751E-230	703
id30	val	3c4h	chain0	4l6z	1	1.000	1.000	1.000	357	1.515E-237	726
id30	val	3dnd	chain0	4yxs	1	0.994	1.000	0.960	336	6.424E-228	697
id30	val	3dne	chain0	4yxs	1	0.994	1.000	0.966	338	6.433E-229	700
id30	val	3dp9	chain1	5ue1	1	0.786	1.000	0.983	230	2.817E-115	366
id30	val	3f34	chain0	1xz3	1	0.988	1.000	0.977	170	2.167E-104	331
id30	val	3f37	chain0	1xz3	1	0.988	1.000	0.977	170	2.167E-104	331
id30	val	3fhb	chain0	4l6z	1	1.000	1.000	1.000	357	1.515E-237	726
id30	val	3fl5	chain0	1daw	1	0.996	1.000	0.994	325	1.353E-222	681
id30	val	3g2y	chain0	4ua7	1	0.996	0.996	0.996	262	1.228E-166	516
id30	val	3g2z	chain0	4ua7	1	0.996	1.000	0.996	262	1.172E-166	516
id30	val	3g30	chain0	4ua7	1	0.996	1.000	0.996	262	1.172E-166	516
id30	val	3g31	chain0	4ua7	1	0.996	1.000	0.996	262	1.172E-166	516
id30	val	3g32	chain0	4ua7	1	0.996	1.000	0.996	262	1.172E-166	516
id30	val	3g34	chain0	4ua7	1	0.996	1.000	0.996	262	1.172E-166	516
id30	val	3g35	chain0	4ua7	1	0.992	1.000	0.989	260	2.994E-163	506
id30	val	3gc4	chain0	6yh2	1	0.949	1.000	0.961	373	4.644E-232	710
id30	val	3gc5	chain0	6yh2	1	0.986	1.000	0.961	373	7.192E-243	742
id30	val	3ge7	chain0	6yh2	1	0.962	1.000	0.961	373	4.055E-236	722
id30	val	3gjw	chain0	6ghk	1	1.000	1.000	0.978	350	2.287E-229	702
id30	val	3h30	chain0	8p07	1	1.000	1.000	0.985	333	4.223E-231	706
id30	val	3i4b	chain0	6gjo	1	0.994	1.000	0.872	361	1.261E-240	735
id30	val	3i5z	chain0	5v60	1	0.945	1.000	0.983	350	1.066E-219	673
id30	val	3i60	chain0	5v60	1	0.954	1.000	0.986	351	8.881E-224	685
id30	val	3jrx	chain0	5kkn	1	0.950	0.998	0.965	521	0.000E+00	1005
id30	val	3kjd	chain0	3kcz	1	0.988	1.000	0.962	354	1.440E-234	717
id30	val	3l3l	chain0	6ghk	1	1.000	1.000	0.978	350	2.287E-229	702
id30	val	3l3m	chain0	6ghk	1	1.000	1.000	0.972	348	5.076E-228	698
id30	val	3nyd	chain0	5rga	1	0.996	1.000	0.956	304	2.944E-203	624
id30	val	3ovn	chain0	3vq4	1	0.940	1.000	0.962	152	2.291E-91	292
id30	val	3p5o	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	3pe1	chain0	8c5q	1	1.000	1.000	0.911	327	2.076E-227	695
id30	val	3pe2	chain0	8c5q	1	1.000	1.000	0.911	327	2.076E-227	695
id30	val	3pwd	chain0	1daw	1	1.000	1.000	1.000	327	2.500E-225	689
id30	val	3rm9	chain0	3fy1	1	1.000	1.000	0.954	377	5.374E-268	815
id30	val	3rr4	chain0	6yh2	1	0.989	1.000	0.959	372	1.457E-243	744
id30	val	3u5j	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	3u5l	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	3u90	chain0	1xz3	1	0.988	1.000	0.977	170	2.167E-104	331
id30	val	3zlr	chain0	7jgv	1	1.000	1.000	0.924	146	1.631E-96	307
id30	val	3zsq	chain0	4aht	1	0.973	1.000	0.836	153	8.470E-97	308
id30	val	3zsx	chain0	4aht	1	0.973	1.000	0.836	153	8.470E-97	308
id30	val	3zsy	chain0	4aht	1	0.973	1.000	0.836	153	8.470E-97	308
id30	val	3zt2	chain0	4aht	1	0.973	1.000	0.836	153	8.470E-97	308
id30	val	3zt3	chain0	4aht	1	0.973	1.000	0.836	153	8.470E-97	308
id30	val	3zyu	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	4acc	chain0	7oy5	1	1.000	1.000	1.000	351	2.541E-237	725
id30	val	4ahs	chain1	3zso	1	0.980	1.000	0.922	154	3.805E-98	312
id30	val	4ahu	chain0	4aht	1	0.987	1.000	0.847	155	7.684E-100	317
id30	val	4bs0	chain0	7k4z	1	1.000	1.000	0.974	300	1.322E-201	619
id30	val	4c52	chain1	7jgv	1	1.000	1.000	0.918	145	1.712E-95	304
id30	val	4ceb	chain0	4aht	1	0.973	1.000	0.836	153	8.470E-97	308
id30	val	4cfl	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	4cgi	chain0	4aht	1	0.974	1.000	0.842	154	1.795E-97	310
id30	val	4cig	chain0	3zso	1	0.967	1.000	0.910	152	4.195E-95	303
id30	val	4cj4	chain0	3zso	1	0.967	1.000	0.916	153	8.892E-96	305
id30	val	4cjp	chain0	3zso	1	0.967	1.000	0.916	153	8.892E-96	305
id30	val	4cjq	chain0	3zso	1	0.967	1.000	0.916	153	8.892E-96	305
id30	val	4cjr	chain0	3zso	1	0.967	1.000	0.916	153	8.892E-96	305
id30	val	4ck3	chain0	3zso	1	0.973	1.000	0.916	153	1.885E-96	307
id30	val	4de0	chain0	4ua7	1	0.996	0.996	0.996	262	1.228E-166	516
id30	val	4de1	chain0	4ua7	1	0.996	0.996	0.996	262	1.228E-166	516
id30	val	4de2	chain0	4ua7	1	0.996	1.000	0.989	260	2.603E-165	512
id30	val	4dst	chain0	4dsn	1	1.000	1.000	0.952	180	6.632E-115	362
id30	val	4dsu	chain0	4dsn	1	0.983	1.000	0.952	180	8.424E-111	350
id30	val	4epy	chain0	8azz	1	1.000	1.000	1.000	170	1.625E-108	343
id30	val	4f2w	chain1	4f1w	1	1.000	1.000	0.956	237	2.712E-153	476
id30	val	4f3c	chain0	4f1w	1	1.000	1.000	0.927	230	3.118E-148	461
id30	val	4f3k	chain0	4f1w	1	1.000	1.000	0.927	230	3.118E-148	461
id30	val	4ffs	chain0	3nm5	1	1.000	0.991	1.000	230	9.195E-146	454
id30	val	4flp	chain0	7ubo	1	1.000	1.000	0.964	106	1.475E-69	227
id30	val	4hw3	chain0	6u63	1	1.000	0.993	0.955	149	4.846E-95	303
id30	val	4hy1	chain0	4kqv	1	0.970	1.000	0.951	371	4.249E-236	722
id30	val	4hym	chain0	4kqv	1	0.973	1.000	0.951	371	4.060E-237	725
id30	val	4kfq	chain0	4nf4	1	1.000	1.000	0.990	289	2.313E-198	609
id30	val	4kwo	chain0	1y5x	1	0.941	1.000	0.971	374	2.511E-229	702
id30	val	4lbu	chain0	6yh2	1	0.986	1.000	0.964	374	2.821E-245	749
id30	val	4leq	chain0	6yh2	1	0.997	1.000	0.964	374	2.579E-248	758
id30	val	4lm3	chain0	4msa	1	1.000	1.000	0.959	331	3.843E-231	706
id30	val	4lyw	chain0	6zci	1	0.992	1.000	0.858	127	1.894E-85	274
id30	val	4lzs	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	4mr3	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	4msn	chain0	4msa	1	1.000	1.000	0.957	330	8.146E-231	705
id30	val	4nbn	chain0	8f9b	1	0.958	1.000	0.896	268	2.162E-174	538
id30	val	4nuc	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	4nue	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	4ogj	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	4pow	chain0	5ovz	1	1.000	1.000	0.958	254	1.627E-167	518
id30	val	4pp0	chain0	5ovz	1	0.996	1.000	0.958	254	1.787E-166	515
id30	val	4pum	chain0	1y5x	1	0.989	1.000	0.969	373	2.956E-245	749
id30	val	4q4o	chain0	6yh2	1	0.986	1.000	0.961	373	2.952E-244	746
id30	val	4q4p	chain0	6yh2	1	0.975	1.000	0.961	373	3.541E-240	734
id30	val	4q4q	chain0	6yh2	1	0.983	1.000	0.964	374	2.952E-244	746
id30	val	4q4r	chain0	6yh2	1	0.975	1.000	0.961	373	3.541E-240	734
id30	val	4q4s	chain0	6yh2	1	0.981	1.000	0.961	373	1.596E-241	738
id30	val	4qb3	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	4qp2	chain0	5v60	1	0.962	1.000	0.980	349	4.595E-223	683
id30	val	4qsu	chain0	6eps	1	1.000	1.000	1.000	130	6.540E-82	264
id30	val	4qyy	chain0	4zzn	1	0.988	1.000	0.974	341	1.364E-228	699
id30	val	4tmk	chain0	4gmd	1	0.481	0.914	0.887	192	6.552E-43	156
id30	val	4tqn	chain0	7xi0	1	1.000	1.000	0.842	112	2.965E-73	238
id30	val	4tte	chain0	6eps	1	1.000	1.000	1.000	130	6.540E-82	264
id30	val	4tu4	chain0	6eps	1	1.000	1.000	1.000	130	6.540E-82	264
id30	val	4tz2	chain0	6eps	1	0.992	1.000	1.000	130	1.605E-80	260
id30	val	4uj1	chain0	3oxt	1	0.994	1.000	0.960	337	3.030E-228	698
id30	val	4ujb	chain0	3oxt	1	0.991	1.000	0.989	347	6.777E-233	712
id30	val	4und	chain0	4rv6	1	1.000	0.986	0.997	351	3.027E-229	702
id30	val	4ury	chain1	6bvl	2	0.935	1.000	0.996	480	6.428E-294	894
id30	val	4urz	chain1	6bvl	2	0.949	1.000	0.994	479	2.652E-298	907
id30	val	4uye	chain0	4qyd	1	1.000	1.000	0.932	109	9.356E-68	222
id30	val	4wiv	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	4wkb	chain0	5ue1	1	0.787	0.975	0.987	231	7.860E-116	368
id30	val	4wkn	chain0	5kb3	1	1.000	0.996	0.996	229	4.135E-145	452
id30	val	4wko	chain0	5kb3	1	1.000	0.996	0.996	229	4.135E-145	452
id30	val	4wkp	chain0	5kb3	1	1.000	0.996	0.996	229	4.135E-145	452
id30	val	4x24	chain0	5ue1	1	0.774	0.975	0.987	231	4.259E-114	363
id30	val	4yk0	chain0	7xij	1	1.000	1.000	0.831	113	6.280E-74	240
id30	val	4yml	chain0	3o4v	1	1.000	1.000	0.987	231	7.267E-148	460
id30	val	4ynb	chain0	5kb3	1	1.000	0.996	0.996	229	4.135E-145	452
id30	val	4yo8	chain0	5kb3	1	1.000	0.962	0.996	229	6.025E-145	452
id30	val	4z84	chain0	2vnw	1	0.991	1.000	0.960	337	6.733E-228	697
id30	val	4zbf	chain0	7nb4	1	1.000	0.993	0.894	152	2.074E-97	310
id30	val	4zbi	chain0	6u63	1	1.000	0.993	0.968	151	2.177E-96	307
id30	val	4zzx	chain0	7r59	1	0.985	0.994	1.000	351	9.835E-231	706
id30	val	4zzy	chain0	7r59	1	0.985	0.994	1.000	351	9.835E-231	706
id30	val	4zzz	chain0	6xvw	1	0.991	0.997	0.994	352	2.751E-227	696
id30	val	5a5q	chain0	6eps	1	1.000	1.000	1.000	130	6.540E-82	264
id30	val	5a81	chain0	6eps	1	1.000	1.000	1.000	130	6.540E-82	264
id30	val	5acy	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5cp5	chain0	7wjs	1	1.000	1.000	0.901	127	3.824E-86	276
id30	val	5cqt	chain0	7wjs	1	1.000	1.000	0.929	131	7.713E-89	284
id30	val	5cs6	chain0	8c5q	1	0.996	1.000	0.911	327	2.279E-226	692
id30	val	5csp	chain0	7a4q	1	1.000	1.000	1.000	327	2.279E-226	692
id30	val	5cu4	chain0	7a4q	1	1.000	1.000	1.000	327	2.279E-226	692
id30	val	5cy9	chain0	7wjs	1	1.000	1.000	0.929	131	7.713E-89	284
id30	val	5d0c	chain0	7wjs	1	1.000	1.000	0.915	129	1.717E-87	280
id30	val	5d24	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	5d25	chain0	4don	1	1.000	1.000	0.855	124	1.805E-84	271
id30	val	5d26	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5d3h	chain0	7t3f	1	1.000	1.000	0.984	125	8.515E-85	272
id30	val	5d3j	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	5d3l	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5d3n	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	5d3p	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5d3t	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5dbm	chain0	7juo	1	1.000	1.000	0.966	114	2.962E-74	241
id30	val	5dex	chain1	6ove	2	0.996	1.000	0.993	280	3.668E-188	579
id30	val	5dlx	chain0	6zci	1	1.000	1.000	0.845	125	8.515E-85	272
id30	val	5dw2	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5egu	chain0	7fh2	1	0.975	1.000	0.919	124	2.309E-80	259
id30	val	5eis	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5eng	chain0	7juo	1	1.000	1.000	0.966	114	2.962E-74	241
id30	val	5ep7	chain0	4nr6	1	1.000	1.000	1.000	119	6.261E-77	249
id30	val	5eq1	chain0	4qyd	1	0.991	1.000	0.957	112	1.978E-69	227
id30	val	5etb	chain0	4qyd	1	0.991	1.000	0.957	112	1.978E-69	227
id30	val	5f5z	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5f60	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5f61	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5f62	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5f63	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	5h85	chain0	7wx2	1	1.000	1.000	0.975	118	1.328E-76	248
id30	val	5h8e	chain0	8p07	1	1.000	1.000	0.979	331	9.371E-230	702
id30	val	5h8g	chain0	8c5q	1	0.993	1.000	0.908	326	1.176E-223	684
id30	val	5i80	chain0	7fh2	1	1.000	1.000	0.933	126	4.016E-85	273
id30	val	5i88	chain0	7fh2	1	1.000	1.000	0.933	126	4.016E-85	273
id30	val	5ito	chain0	5ovz	1	0.996	1.000	0.962	255	3.791E-167	517
id30	val	5itp	chain0	5ovz	1	1.000	1.000	0.958	254	1.627E-167	518
id30	val	5j0d	chain0	7xi0	1	1.000	1.000	0.880	117	2.815E-76	247
id30	val	5jxq	chain0	6yh2	1	0.989	1.000	0.964	374	6.567E-245	748
id30	val	5khm	chain1	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	5l7e	chain0	2aax	1	0.975	1.000	0.902	248	6.037E-156	484
id30	val	5l7g	chain0	6l88	1	0.991	1.000	0.988	248	2.475E-159	494
id30	val	5l7h	chain0	6l88	1	0.991	0.992	0.988	248	2.720E-159	494
id30	val	5l9o	chain0	6hqh	1	1.000	1.000	0.899	241	4.553E-158	490
id30	val	5lom	chain0	6hqh	1	1.000	1.000	0.899	241	4.553E-158	490
id30	val	5mes	chain1	8av9	2	0.963	1.000	0.961	221	5.227E-134	419
id30	val	5mme	chain0	4nr6	1	1.000	1.000	1.000	119	6.261E-77	249
id30	val	5mmg	chain0	7xi0	1	1.000	1.000	0.865	115	2.818E-75	244
id30	val	5mo8	chain0	5ctp	1	1.000	1.000	0.923	325	5.057E-225	688
id30	val	5mpk	chain0	7xi0	1	1.000	1.000	0.842	112	2.965E-73	238
id30	val	5mpn	chain0	4nr6	1	1.000	1.000	0.992	118	6.581E-76	246
id30	val	5mpz	chain0	7xij	1	1.000	1.000	0.809	110	2.968E-72	235
id30	val	5mwh	chain0	4qyd	1	0.991	1.000	0.957	112	1.978E-69	227
id30	val	5mwp	chain0	6l88	1	0.971	0.992	0.988	248	6.631E-155	481
id30	val	5mwy	chain0	6l88	1	0.975	0.992	0.988	248	6.329E-156	484
id30	val	5nlk	chain0	7xi0	1	1.000	1.000	0.865	115	2.818E-75	244
id30	val	5o5a	chain0	5ev9	1	1.000	1.000	0.974	113	9.327E-70	228
id30	val	5oqu	chain0	5ctp	1	1.000	1.000	0.920	324	1.072E-224	687
id30	val	5orh	chain0	5ctp	1	1.000	1.000	0.920	324	1.072E-224	687
id30	val	5ork	chain1	5ctp	1	1.000	1.000	0.920	324	1.072E-224	687
id30	val	5os7	chain0	5ctp	1	1.000	1.000	0.923	325	2.275E-225	689
id30	val	5os8	chain0	7a4q	1	1.000	1.000	1.000	327	2.279E-226	692
id30	val	5osl	chain0	8aek	1	1.000	1.000	1.000	328	4.837E-227	694
id30	val	5ot8	chain0	5ovz	1	0.996	1.000	0.966	256	3.619E-168	520
id30	val	5ot9	chain0	5ovz	1	1.000	1.000	0.958	254	1.627E-167	518
id30	val	5ota	chain0	5ovz	1	1.000	1.000	0.958	254	1.627E-167	518
id30	val	5otc	chain0	5ovz	1	1.000	1.000	0.966	256	1.628E-168	521
id30	val	5otz	chain0	7a4q	1	1.000	1.000	1.000	327	2.279E-226	692
id30	val	5ov8	chain0	4qyd	1	1.000	1.000	0.949	111	4.195E-69	226
id30	val	5tb6	chain0	4nr6	1	1.000	1.000	1.000	119	6.261E-77	249
id30	val	5tmp	chain0	4gmd	1	0.481	0.914	0.887	192	6.552E-43	156
id30	val	5u28	chain0	6ww8	1	1.000	0.993	0.964	133	8.922E-89	284
id30	val	5ula	chain0	4don	1	1.000	1.000	0.821	119	4.225E-81	261
id30	val	5vih	chain1	6ove	2	0.992	1.000	0.993	280	3.842E-187	576
id30	val	5xsr	chain0	6ghk	1	0.982	1.000	0.975	349	1.705E-220	676
id30	val	6ayo	chain0	4jwt	1	0.550	1.000	0.884	229	2.149E-74	248
id30	val	6ayq	chain1	4jwt	1	0.552	1.000	0.880	228	2.059E-74	248
id30	val	6ayr	chain0	4jwt	1	0.550	1.000	0.884	229	2.149E-74	248
id30	val	6b4l	chain0	4wmr	1	0.993	0.987	0.987	148	5.338E-94	300
id30	val	6b4u	chain0	7nb4	1	0.993	0.987	0.900	153	2.282E-97	310
id30	val	6ckr	chain0	7t3f	1	1.000	1.000	0.984	125	8.515E-85	272
id30	val	6cks	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	6cpw	chain0	5v60	1	0.964	1.000	0.955	340	4.574E-219	671
id30	val	6d55	chain1	6bvl	2	0.973	1.000	1.000	482	9.167E-309	938
id30	val	6d56	chain1	6bvl	2	0.973	1.000	1.000	482	9.167E-309	938
id30	val	6d5e	chain1	6bvl	2	0.973	1.000	1.000	482	9.167E-309	938
id30	val	6d5g	chain1	6bvl	2	0.973	1.000	1.000	482	9.167E-309	938
id30	val	6d5h	chain1	6bvl	2	0.973	1.000	1.000	482	9.167E-309	938
id30	val	6d5j	chain1	6bvl	2	0.973	1.000	1.000	482	9.167E-309	938
id30	val	6e4a	chain0	6zci	1	1.000	1.000	0.851	126	1.804E-85	274
id30	val	6ekq	chain0	5ev9	1	1.000	1.000	1.000	116	1.972E-71	233
id30	val	6fa4	chain0	6fa1	1	0.994	1.000	1.000	173	3.130E-111	351
id30	val	6fo5	chain0	6zci	1	1.000	1.000	0.858	127	8.511E-86	275
id30	val	6fs0	chain2	8av9	3	0.972	1.000	0.919	217	5.227E-134	419
id30	val	6fs1	chain0	6qb4	1	1.000	1.000	0.926	150	3.994E-97	309
id60	test	185l	chain0	182l	1	1.000	1.000	0.988	162	3.619E-104	330
id60	test	1a28	chain0	2ovm	1	1.000	1.000	0.980	251	2.256E-162	503
id60	test	1ajn	chain1	1gm9	2	0.998	1.000	1.000	557	0.000E+00	1184
id60	test	1bju	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	1d4i	chain0	1wbk	1	1.000	1.000	1.000	99	8.534E-64	210
id60	test	1d4j	chain0	1wbk	1	1.000	1.000	1.000	99	8.534E-64	210
id60	test	1ec1	chain0	1wbk	1	1.000	1.000	1.000	99	8.534E-64	210
id60	test	1f0s	chain0	2pr3	1	1.000	1.000	1.000	234	4.985E-162	501
id60	test	1f0u	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	1f8e	chain0	1f8c	1	1.000	1.000	1.000	388	5.491E-282	856
id60	test	1fjs	chain0	2pr3	1	1.000	1.000	1.000	234	4.985E-162	501
id60	test	1lbk	chain0	7bia	1	0.990	0.981	0.971	204	1.855E-134	420
id60	test	1lpg	chain0	2pr3	1	1.000	1.000	1.000	234	4.985E-162	501
id60	test	1nc1	chain0	3o4v	1	1.000	1.000	1.000	234	3.121E-150	467
id60	test	1nc3	chain0	3df9	1	1.000	1.000	0.971	235	6.620E-151	469
id60	test	1np0	chain0	1now	1	0.963	1.000	0.982	498	0.000E+00	1005
id60	test	1o2n	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	1o2r	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	1o2z	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	1o3d	chain0	3tpi	1	1.000	1.000	0.974	223	1.007E-148	462
id60	test	1q1g	chain0	8w7h	1	1.000	1.000	0.964	243	1.281E-164	509
id60	test	1s39	chain0	6yh2	1	0.983	1.000	0.959	372	3.233E-242	740
id60	test	1sh9	chain0	1sgu	1	1.000	1.000	1.000	99	7.722E-65	213
id60	test	1szd	chain0	2od9	1	0.983	1.000	0.961	296	3.691E-194	597
id60	test	1v2w	chain0	6ql0	1	0.982	1.000	0.907	223	1.468E-144	450
id60	test	1w7g	chain0	2ziq	2	0.976	1.000	1.000	259	1.350E-177	547
id60	test	1wcq	chain0	2ber	1	0.998	1.000	1.000	601	0.000E+00	1227
id60	test	1xap	chain0	4dm6	1	0.987	1.000	0.880	235	1.403E-149	465
id60	test	1xgi	chain0	3grj	1	1.000	1.000	1.000	358	6.908E-247	753
id60	test	1zhy	chain0	4fes	1	1.000	1.000	1.000	436	8.537E-293	890
id60	test	1zsf	chain0	1wbk	1	0.989	1.000	1.000	99	2.101E-62	206
id60	test	2avm	chain0	7to5	1	0.989	1.000	1.000	99	1.042E-61	204
id60	test	2byr	chain4	4frr	1	1.000	1.000	0.922	214	1.937E-145	452
id60	test	2c94	chain0	1w19	1	1.000	1.000	0.913	146	7.877E-88	282
id60	test	2cen	chain0	1wbk	1	1.000	1.000	1.000	99	8.534E-64	210
id60	test	2e2p	chain0	2e2o	1	1.000	1.000	0.997	298	2.533E-193	595
id60	test	2ha2	chain0	6td2	1	0.988	1.000	0.998	542	0.000E+00	1116
id60	test	2ha3	chain0	6td2	1	0.990	1.000	1.000	543	0.000E+00	1121
id60	test	2hxm	chain0	4skn	3	0.991	1.000	1.000	223	2.128E-157	487
id60	test	2i80	chain1	7u9k	1	0.969	1.000	0.984	358	5.828E-226	692
id60	test	2jfz	chain0	4b1f	1	1.000	1.000	1.000	255	3.143E-169	523
id60	test	2o4j	chain0	3wt6	1	0.952	1.000	0.930	252	2.589E-155	482
id60	test	2o4r	chain0	3wt6	1	0.952	1.000	0.930	252	2.589E-155	482
id60	test	2ot1	chain2	5tle	1	0.966	1.000	1.000	363	1.816E-232	711
id60	test	2psu	chain0	2qi6	1	1.000	1.000	1.000	99	1.720E-64	212
id60	test	2q63	chain0	2qak	1	1.000	1.000	1.000	99	8.534E-64	210
id60	test	2qd7	chain0	7to5	1	0.989	1.000	1.000	99	2.322E-61	203
