pdb_id,required_split,reasons
3oaf,test,binding_affinity_test
3oap,test,binding_affinity_test
3odi,val,binding_affinity_val
3odl,val,binding_affinity_val
3ozj,test,binding_affinity_test
3ozp,test,binding_affinity_test
3p17,test,binding_affinity_test
3p2e,val,binding_affinity_val
3p2k,val,binding_affinity_val
3pb3,val,binding_affinity_val
3pd2,test,binding_affinity_test
3pd3,test,binding_affinity_test
3pd4,test,binding_affinity_test
3pd8,val,binding_affinity_val
3pd9,val,binding_affinity_val
3pdh,test,crossdocked2020_test_receptor
3pe1,test,binding_affinity_test
3pe2,val,binding_affinity_val
3pnm,test,crossdocked2020_test_receptor
3pnq,test,crossdocked2020_test_ligand_source
3po1,test,binding_affinity_test
3pqz,test,binding_affinity_test
3pwd,val,binding_affinity_val
3pxq,test,binding_affinity_test
3pyy,test,binding_affinity_test
3q2j,val,binding_affinity_val
3q2m,val,binding_affinity_val
3q6w,val,binding_affinity_val
3qdd,test,binding_affinity_test
3qel,val,binding_affinity_val
3qem,test,binding_affinity_test
3qfy,test,binding_affinity_test
3qfz,test,binding_affinity_test
3qgw,test,binding_affinity_test
3qgy,test,binding_affinity_test
3qox,val,binding_affinity_val
3qqs,val,binding_affinity_val
3qs8,val,binding_affinity_val
3qto,test,binding_affinity_test
3qtv,test,binding_affinity_test
3que,test,binding_affinity_test
3qwc,test,binding_affinity_test
3qx5,test,binding_affinity_test
3qxm,val,binding_affinity_val
3qxt,val,binding_affinity_val
3qxv,val,binding_affinity_val
3r4m,test,binding_affinity_test
3r4n,test,binding_affinity_test
3r4o,test,binding_affinity_test
3r4p,test,binding_affinity_test
3r5m,test,binding_affinity_test
3r6c,val,binding_affinity_val
3r7o,val,binding_affinity_val
3r88,val,binding_affinity_val
3rdd,test,crossdocked2020_test_ligand_source
3ri1,val,binding_affinity_val
3rlp,test,binding_affinity_test
3rlq,test,binding_affinity_test
3rlr,test,binding_affinity_test
3rm9,val,binding_affinity_val
3roc,test,binding_affinity_test
3rsx,test,binding_affinity_test
3rth,test,binding_affinity_test
3rtm,test,binding_affinity_test
3rwp,test,binding_affinity_test
3rwq,test,binding_affinity_test
3s2v,val,binding_affinity_val
3s3v,test,binding_affinity_test
3s6t,test,binding_affinity_test
3s74,test,binding_affinity_test
3sh1,val,binding_affinity_val
3sha,test,binding_affinity_test
3shc,test,binding_affinity_test
3si3,test,binding_affinity_test
3si4,test,binding_affinity_test
3sio,val,binding_affinity_val
3sr4,val,binding_affinity_val
3sur,test,binding_affinity_test
3sus,test,binding_affinity_test
3sut,test,binding_affinity_test
3suu,test,binding_affinity_test
3suv,test,binding_affinity_test
3suw,test,binding_affinity_test
3sv2,test,binding_affinity_test
3sw2,val,binding_affinity_val
3sx9,val,binding_affinity_val
3sxf,val,binding_affinity_val
3t3u,val,binding_affinity_val
3t3v,val,binding_affinity_val
3tao,val,binding_affinity_val
3tdh,test,binding_affinity_test
3tdj,val,binding_affinity_val
3te5,test,binding_affinity_test
3tle,test,crossdocked2020_test_ligand_source
3tpx,val,binding_affinity_val
3tu1,test,binding_affinity_test
3tu7,test,binding_affinity_test
3twp,val,binding_affinity_val
3tym,test,crossdocked2020_test_receptor
3tza,val,binding_affinity_val
3tzm,test,binding_affinity_test
3u4i,test,crossdocked2020_test_ligand_source
3u51,val,binding_affinity_val
3u57,test,crossdocked2020_test_ligand_source
3u5y,test,crossdocked2020_test_receptor
3u6h,val,binding_affinity_val
3u6i,val,binding_affinity_val
3u81,val,binding_affinity_val
3u8j,test,binding_affinity_test
3u8k,test,binding_affinity_test
3u8l,test,binding_affinity_test
3u92,val,binding_affinity_val
3u9c,val,binding_affinity_val
3u9f,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
3u9n,test,binding_affinity_test
3ubd,val,binding_affinity_val
3udd,val,binding_affinity_val
3udh,test,binding_affinity_test
3ug2,test,binding_affinity_test
3uj9,val,binding_affinity_val
3ujb,val,binding_affinity_val
3ujc,val,binding_affinity_val
3ujd,val,binding_affinity_val
3unz,test,binding_affinity_test
3uo4,test,binding_affinity_test
3uo5,test,binding_affinity_test
3uo6,test,binding_affinity_test
3uod,test,binding_affinity_test
3uoj,test,binding_affinity_test
3up2,test,binding_affinity_test
3upx,val,binding_affinity_val
3upz,val,binding_affinity_val
3uqf,val,binding_affinity_val
3uqg,val,binding_affinity_val
3uu1,val,binding_affinity_val
3uvk,test,binding_affinity_test
3uvq,val,binding_affinity_val
3uvw,test,binding_affinity_test
3uvx,test,binding_affinity_test
3v3b,test,binding_affinity_test
3v4t,test,crossdocked2020_test_receptor
3v51,val,binding_affinity_val
3v5p,val,binding_affinity_val
3v5t,val,binding_affinity_val
3vha,test,binding_affinity_test
3vhc,test,binding_affinity_test
3vhd,test,binding_affinity_test
3vhk,val,binding_affinity_val
3vtr,test,binding_affinity_test
3w83,test,crossdocked2020_test_receptor
3wb4,test,binding_affinity_test
3wb5,test,binding_affinity_test
3wha,test,binding_affinity_test
3wth,test,binding_affinity_test
3wti,test,binding_affinity_test
3wtj,test,binding_affinity_test
3wtl,test,binding_affinity_test
3wtm,test,binding_affinity_test
3wtn,test,binding_affinity_test
3wto,test,binding_affinity_test
3x1k,test,binding_affinity_test
3zbx,val,binding_affinity_val
3zc5,val,binding_affinity_val
3zcl,val,binding_affinity_val
3zdg,test,binding_affinity_test
3zdh,test,binding_affinity_test
3zh8,test,binding_affinity_test
3zmm,test,binding_affinity_test
3zmu,test,binding_affinity_test
3zmv,test,binding_affinity_test
3zos,test,binding_affinity_test
3zxz,val,binding_affinity_val
3zze,val,binding_affinity_val
4a6l,test,binding_affinity_test
4a7i,val,binding_affinity_val
4a7j,test,binding_affinity_test
4aaw,test,crossdocked2020_test_receptor
4ab8,test,binding_affinity_test
4ab9,test,binding_affinity_test
4aba,test,binding_affinity_test
4abb,test,binding_affinity_test
4abd,test,binding_affinity_test
4abe,test,binding_affinity_test
4abg,test,binding_affinity_test
4abh,test,binding_affinity_test
4abj,test,binding_affinity_test
4ac3,test,crossdocked2020_test_ligand_source
4acc,val,binding_affinity_val
4acd,val,binding_affinity_val
4acg,val,binding_affinity_val
4ach,val,binding_affinity_val
4acm,test,binding_affinity_test
4afg,test,binding_affinity_test
4afh,val,binding_affinity_val
4aft,test,binding_affinity_test
4ag8,val,binding_affinity_val
4agc,val,binding_affinity_val
4agd,val,binding_affinity_val
4aj1,test,binding_affinity_test
4aj2,test,binding_affinity_test
4aj4,test,binding_affinity_test
4aji,test,binding_affinity_test
4ajk,test,binding_affinity_test
4ajl,test,binding_affinity_test
4ajn,test,binding_affinity_test
4ajo,test,binding_affinity_test
4al4,test,binding_affinity_test
4alx,test,binding_affinity_test
4aoi,val,binding_affinity_val
4ap7,val,binding_affinity_val
4as9,val,binding_affinity_val
4asd,val,binding_affinity_val
4ase,val,binding_affinity_val
4aua,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4axd,test,binding_affinity_test
4az2,test,binding_affinity_test
4az5,test,binding_affinity_test
4az6,test,binding_affinity_test
4azb,test,binding_affinity_test
4aze,test,binding_affinity_test
4azf,test,binding_affinity_test;crossdocked2020_test_receptor
4azg,test,binding_affinity_test
4azi,test,binding_affinity_test
4b05,test,binding_affinity_test
4b2i,test,binding_affinity_test
4b2l,test,binding_affinity_test
4b32,test,binding_affinity_test
4b33,test,binding_affinity_test
4b34,test,binding_affinity_test
4b35,test,binding_affinity_test
4b3c,test,binding_affinity_test
4b3d,test,binding_affinity_test
4b5d,test,binding_affinity_test
4b7p,test,binding_affinity_test
4bcf,val,binding_affinity_val
4bcg,val,binding_affinity_val
4bch,val,binding_affinity_val
4bci,val,binding_affinity_val
4bcj,val,binding_affinity_val
4bck,val,binding_affinity_val
4bcm,val,binding_affinity_val
4bcn,val,binding_affinity_val
4bco,val,binding_affinity_val
4bcq,val,binding_affinity_val
4bel,test,crossdocked2020_test_receptor
4bi6,test,binding_affinity_test
4bkj,test,binding_affinity_test
4bny,test,binding_affinity_test
4bqg,test,binding_affinity_test
4bqt,test,binding_affinity_test
4btk,test,binding_affinity_test
4buz,test,crossdocked2020_test_ligand_source
4c2v,val,binding_affinity_val
4c9w,test,binding_affinity_test
4c9x,test,binding_affinity_test
4cd0,val,binding_affinity_val
4ce1,val,binding_affinity_val
4ce2,val,binding_affinity_val
4ce3,val,binding_affinity_val
4ch2,test,binding_affinity_test
4ch8,test,binding_affinity_test
4cki,test,binding_affinity_test
4ckj,test,binding_affinity_test
4clj,val,binding_affinity_val
4cmo,val,binding_affinity_val
4cmt,val,binding_affinity_val
4cmu,val,binding_affinity_val
4cnh,val,binding_affinity_val
4cp5,val,binding_affinity_val
4cwn,test,binding_affinity_test
4cwo,test,binding_affinity_test
4cwp,test,binding_affinity_test
4cwq,test,binding_affinity_test
4cwr,test,binding_affinity_test
4cws,test,binding_affinity_test
4cwt,test,binding_affinity_test
4cwv,test,crossdocked2020_test_ligand_source
4d3h,val,binding_affinity_val
4d7b,test,binding_affinity_test
4d7o,test,crossdocked2020_test_receptor
4d8z,test,binding_affinity_test
4daf,test,binding_affinity_test
4dai,test,binding_affinity_test
4db7,test,binding_affinity_test
4dbm,test,binding_affinity_test
4ddh,test,binding_affinity_test
4ddk,test,binding_affinity_test
4ddm,test,binding_affinity_test
4de5,test,binding_affinity_test
4des,val,binding_affinity_val
4det,val,binding_affinity_val
4deu,val,binding_affinity_val
4dfu,test,binding_affinity_test
4dju,test,binding_affinity_test
4djv,test,binding_affinity_test
4djw,test,binding_affinity_test
4djx,test,binding_affinity_test
4djy,test,binding_affinity_test
4dld,val,binding_affinity_val
4dlj,test,binding_affinity_test
4dn0,test,binding_affinity_test
4duh,test,binding_affinity_test
4e0w,val,binding_affinity_val
4e0x,test,binding_affinity_test
4e4l,val,binding_affinity_val
4e4n,val,binding_affinity_val
4e5w,test,binding_affinity_test
4e6d,test,binding_affinity_test
4e6q,test,binding_affinity_test
4e7f,test,crossdocked2020_test_ligand_source
4ef4,test,binding_affinity_test
4ef6,test,binding_affinity_test
4efk,test,binding_affinity_test
4ehz,val,binding_affinity_val
4ei4,val,binding_affinity_val
4ek9,val,binding_affinity_val
4ekg,val,binding_affinity_val
4eki,val,binding_affinity_val
4elb,test,binding_affinity_test
4ele,test,binding_affinity_test
4elf,test,binding_affinity_test
4elg,test,binding_affinity_test
4elh,test,binding_affinity_test
4eoi,val,binding_affinity_val
4eok,val,binding_affinity_val
4eol,val,binding_affinity_val
4eon,val,binding_affinity_val
4eop,val,binding_affinity_val
4eor,val,binding_affinity_val
4eos,val,binding_affinity_val
4erf,test,binding_affinity_test
4etz,test,binding_affinity_test
4eu0,test,binding_affinity_test
4euv,test,binding_affinity_test
4f08,test,binding_affinity_test
4f09,test,binding_affinity_test
4f1m,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4f5y,test,binding_affinity_test
4f9g,test,binding_affinity_test
4f9w,test,binding_affinity_test
4f9y,test,binding_affinity_test
4fak,val,binding_affinity_val
4fcq,test,binding_affinity_test
4fcr,test,binding_affinity_test
4fev,test,binding_affinity_test
4few,test,binding_affinity_test
4fk6,val,binding_affinity_val
4flp,val,binding_affinity_val
4fm7,test,binding_affinity_test
4fm8,test,binding_affinity_test
4fmq,test,binding_affinity_test
4frs,test,binding_affinity_test
4fs4,val,binding_affinity_val
4fse,test,binding_affinity_test
4fsl,test,binding_affinity_test
4fzj,test,binding_affinity_test
4g3d,test,crossdocked2020_test_receptor
4g5f,test,binding_affinity_test
4g8m,test,binding_affinity_test
4g8n,val,binding_affinity_val
4g95,test,binding_affinity_test
4gee,val,binding_affinity_val
4gfm,test,binding_affinity_test
4gfn,val,binding_affinity_val
4gfo,val,binding_affinity_val
4gg7,val,binding_affinity_val
4ggl,val,binding_affinity_val
4gid,test,binding_affinity_test
4gih,test,binding_affinity_test
4gii,val,binding_affinity_val
4giu,val,binding_affinity_val
4gj2,val,binding_affinity_val
4gj3,val,binding_affinity_val
4gkh,test,binding_affinity_test
4gki,test,binding_affinity_test
4gkm,val,binding_affinity_val
4glr,val,binding_affinity_val
4gm3,test,binding_affinity_test
4gm8,test,binding_affinity_test
4gmy,test,binding_affinity_test
4gq0,test,crossdocked2020_test_ligand_source
4gqp,val,binding_affinity_val
4gu9,val,binding_affinity_val
4gue,val,binding_affinity_val
4gvd,test,crossdocked2020_test_receptor
4gzp,test,binding_affinity_test
4gzt,test,binding_affinity_test
4h1e,test,binding_affinity_test
4h3c,test,crossdocked2020_test_receptor
4h3f,test,binding_affinity_test
4h3g,test,binding_affinity_test
4h3i,test,binding_affinity_test
4h3j,test,binding_affinity_test
4h3q,test,binding_affinity_test
4ha5,test,binding_affinity_test
4hbm,val,binding_affinity_val
4hfp,test,binding_affinity_test
4hgc,test,binding_affinity_test
4hge,test,binding_affinity_test
4hra,val,binding_affinity_val
4hwb,val,binding_affinity_val
4hxw,val,binding_affinity_val
4hxz,val,binding_affinity_val
4hy1,val,binding_affinity_val
4hym,val,binding_affinity_val
4hz5,val,binding_affinity_val
4hzm,val,binding_affinity_val
4i5c,val,binding_affinity_val
4i5h,test,binding_affinity_test
4i8x,test,binding_affinity_test
4i9h,test,binding_affinity_test
4i9u,test,binding_affinity_test
4idv,test,crossdocked2020_test_ligand_source
4igr,val,binding_affinity_val
4igt,test,binding_affinity_test
4iiy,test,crossdocked2020_test_receptor
4ij1,val,binding_affinity_val
4io8,val,binding_affinity_val
4iq6,test,binding_affinity_test
4isu,val,binding_affinity_val
4iue,test,binding_affinity_test
4iva,test,binding_affinity_test
4ivb,val,binding_affinity_val
4ivc,val,binding_affinity_val
4ivd,val,binding_affinity_val
4iwq,test,crossdocked2020_test_receptor
4j21,test,binding_affinity_test
4j22,test,binding_affinity_test
4j24,val,binding_affinity_val
4j26,val,binding_affinity_val
4j3l,test,binding_affinity_test
4j74,val,binding_affinity_val
4j7d,val,binding_affinity_val
4j7e,val,binding_affinity_val
4j7i,val,binding_affinity_val
4j8t,val,binding_affinity_val
4j93,test,binding_affinity_test
4j9a,val,binding_affinity_val
4ja8,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4jal,val,binding_affinity_val
4jfi,test,binding_affinity_test
4jfj,test,binding_affinity_test
4jfk,test,binding_affinity_test
4jfm,test,binding_affinity_test
4jfx,val,binding_affinity_val
4jfz,val,binding_affinity_val
4jg0,val,binding_affinity_val
4jg1,val,binding_affinity_val
4jia,test,binding_affinity_test
4jjm,val,binding_affinity_val
4jlc,test,crossdocked2020_test_ligand_source
4jmv,test,crossdocked2020_test_ligand_source
4jn2,val,binding_affinity_val
4jsz,test,binding_affinity_test
4jt9,test,crossdocked2020_test_ligand_source
4k0y,test,binding_affinity_test
4k18,test,binding_affinity_test
4k1b,test,binding_affinity_test
4k4j,test,binding_affinity_test
4k6i,test,binding_affinity_test
4k6z,val,binding_affinity_val
4k77,val,binding_affinity_val
4k9y,val,binding_affinity_val
4kab,val,binding_affinity_val
4kao,val,binding_affinity_val
4kby,test,binding_affinity_test
4kcq,test,crossdocked2020_test_receptor
4ket,test,crossdocked2020_test_ligand_source
4keu,test,crossdocked2020_test_receptor
4km0,test,binding_affinity_test
4km2,test,binding_affinity_test
4kne,test,binding_affinity_test
4ksp,val,binding_affinity_val
4ksy,test,binding_affinity_test
4kzq,test,binding_affinity_test
4lar,val,binding_affinity_val
4lfu,test,crossdocked2020_test_receptor
4lj5,val,binding_affinity_val
4lj8,val,binding_affinity_val
4loh,test,binding_affinity_test
4loi,val,binding_affinity_val
4loj,val,binding_affinity_val
4loo,test,binding_affinity_test
4lop,test,binding_affinity_test
4loq,test,binding_affinity_test
4loy,val,binding_affinity_val
4m0r,val,binding_affinity_val
4m0y,test,binding_affinity_test
4m12,test,binding_affinity_test
4m13,test,binding_affinity_test
4m14,test,binding_affinity_test
4m7t,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4m8e,test,binding_affinity_test
4m8h,test,binding_affinity_test
4mdn,test,binding_affinity_test
4mdq,test,binding_affinity_test
4mf0,val,binding_affinity_val
4mf1,val,binding_affinity_val
4mg5,val,binding_affinity_val
4mg6,val,binding_affinity_val
4mg7,val,binding_affinity_val
4mg8,val,binding_affinity_val
4mg9,val,binding_affinity_val
4mga,val,binding_affinity_val
4mgb,val,binding_affinity_val
4mgc,val,binding_affinity_val
4mgd,val,binding_affinity_val
4mq6,test,binding_affinity_test
4mr3,test,binding_affinity_test
4mr4,test,binding_affinity_test
4mr5,val,binding_affinity_val
4mr6,val,binding_affinity_val
4mue,test,binding_affinity_test
4muf,test,binding_affinity_test
4mul,test,binding_affinity_test
4n07,test,binding_affinity_test
4n3w,val,binding_affinity_val
4n4s,test,binding_affinity_test
4n6y,test,binding_affinity_test
4n6z,test,binding_affinity_test
4n70,test,binding_affinity_test
4n8q,val,binding_affinity_val
4nct,test,binding_affinity_test
4nh7,test,binding_affinity_test
4nh8,test,binding_affinity_test
4nj3,test,binding_affinity_test
4nj9,val,binding_affinity_val
4nja,val,binding_affinity_val
4nk9,val,binding_affinity_val
4nka,val,binding_affinity_val
4nks,val,binding_affinity_val
4nl1,test,binding_affinity_test
4nmo,test,binding_affinity_test
4nmp,test,binding_affinity_test
4nmq,test,binding_affinity_test
4nms,test,binding_affinity_test
4nmt,test,binding_affinity_test
4nuc,test,binding_affinity_test
4nud,test,binding_affinity_test
4nue,test,binding_affinity_test
4nwc,test,binding_affinity_test
4nwd,val,binding_affinity_val
4nxr,test,crossdocked2020_test_ligand_source
4nxu,test,binding_affinity_test
4nxv,test,binding_affinity_test
4nzb,test,binding_affinity_test
4o04,test,binding_affinity_test
4o05,test,binding_affinity_test
4o07,test,binding_affinity_test
4o09,test,binding_affinity_test
4o0b,test,binding_affinity_test
4o2p,val,binding_affinity_val
4o3f,test,binding_affinity_test
4o4y,val,binding_affinity_val
4oag,test,binding_affinity_test
4oaz,test,binding_affinity_test
4ocq,test,binding_affinity_test
4ocx,val,binding_affinity_val
4ogi,test,binding_affinity_test
4ogj,test,binding_affinity_test
4os1,test,binding_affinity_test
4os2,test,binding_affinity_test
4os4,test,binding_affinity_test
4os6,test,binding_affinity_test
4os7,test,binding_affinity_test
4owm,val,binding_affinity_val
4owo,val,binding_affinity_val
4p58,val,binding_affinity_val
4p5z,val,binding_affinity_val
4p6p,test,crossdocked2020_test_receptor
4p6w,val,binding_affinity_val
4p6x,val,binding_affinity_val
4p77,test,crossdocked2020_test_ligand_source
4pmm,val,binding_affinity_val
4pmp,val,binding_affinity_val
4pms,val,binding_affinity_val
4poh,test,binding_affinity_test
4poj,test,binding_affinity_test
4pp3,test,binding_affinity_test
4pp5,test,binding_affinity_test
4pp9,test,binding_affinity_test
4ppa,test,binding_affinity_test
4ppb,test,binding_affinity_test
4ppc,test,binding_affinity_test
4pqn,test,binding_affinity_test
4prj,test,binding_affinity_test
4pvv,val,binding_affinity_val
4pxm,val,binding_affinity_val
4pxz,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4q18,test,binding_affinity_test
4q19,test,binding_affinity_test
4q1a,test,binding_affinity_test
4q1b,test,binding_affinity_test
4q1c,test,binding_affinity_test
4q1d,test,binding_affinity_test
4q1e,val,binding_affinity_val
4q1f,val,binding_affinity_val
4q8b,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4qaa,test,binding_affinity_test
4qab,test,binding_affinity_test
4qac,test,binding_affinity_test
4qb3,test,binding_affinity_test
4qd6,test,binding_affinity_test
4qdk,val,binding_affinity_val
4qem,test,binding_affinity_test
4qer,test,binding_affinity_test;crossdocked2020_test_ligand_source
4qew,val,binding_affinity_val
4qf9,val,binding_affinity_val
4ql1,test,binding_affinity_test
4qlk,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4qnb,val,binding_affinity_val
4qp1,test,binding_affinity_test
4qp2,test,binding_affinity_test
4qp6,test,binding_affinity_test
4qta,test,binding_affinity_test
4qtb,val,binding_affinity_val
4qxo,test,binding_affinity_test
4qxq,test,binding_affinity_test
4qxr,test,binding_affinity_test
4qy3,test,binding_affinity_test
4qyy,test,binding_affinity_test
4qzs,test,binding_affinity_test
4r3c,val,binding_affinity_val
4r6w,val,binding_affinity_val
4r6x,val,binding_affinity_val
4r73,test,binding_affinity_test
4r74,test,binding_affinity_test
4r75,test,binding_affinity_test
4r8y,test,binding_affinity_test
4r91,test,binding_affinity_test
4r92,test,binding_affinity_test
4r93,test,binding_affinity_test
4r95,test,binding_affinity_test
4rak,test,binding_affinity_test
4rcg,val,binding_affinity_val
4rfm,test,binding_affinity_test
4rj4,test,binding_affinity_test
4rj5,test,binding_affinity_test
4rj7,test,binding_affinity_test
4rj8,test,binding_affinity_test
4rkx,test,binding_affinity_test
4rlu,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4rme,test,binding_affinity_test
4rn0,test,crossdocked2020_test_receptor
4rn1,test,crossdocked2020_test_ligand_source
4rn6,test,binding_affinity_test
4rqk,test,binding_affinity_test
4rqv,test,binding_affinity_test
4rr6,test,binding_affinity_test
4rra,test,binding_affinity_test
4rrf,val,binding_affinity_val
4rrg,test,binding_affinity_test
4rrq,test,binding_affinity_test
4rrr,test,binding_affinity_test
4rrv,test,binding_affinity_test
4rt0,test,binding_affinity_test
4rt1,test,binding_affinity_test
4rv4,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4rwj,val,binding_affinity_val
4rwl,val,binding_affinity_val
4rww,val,binding_affinity_val
4tmk,val,binding_affinity_val
4tos,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4tqn,test,binding_affinity_test
4tqr,test,crossdocked2020_test_receptor
4tw6,test,binding_affinity_test
4tw7,test,binding_affinity_test
4twp,test,binding_affinity_test
4txc,test,binding_affinity_test
4ty1,test,binding_affinity_test
4u0e,val,binding_affinity_val
4u0f,val,binding_affinity_val
4u4x,val,binding_affinity_val
4u54,test,crossdocked2020_test_ligand_source
4u5s,test,crossdocked2020_test_receptor
4u7o,test,binding_affinity_test
4ue1,test,binding_affinity_test
4uil,val,binding_affinity_val
4uin,val,binding_affinity_val
4uj1,test,binding_affinity_test
4uj9,test,binding_affinity_test
4ujb,test,binding_affinity_test
4um1,test,binding_affinity_test
4und,test,binding_affinity_test
4unp,val,binding_affinity_val
4utn,val,binding_affinity_val
4utr,val,binding_affinity_val
4utv,val,binding_affinity_val
4utx,val,binding_affinity_val
4uu7,val,binding_affinity_val
4uu8,val,binding_affinity_val
4uua,val,binding_affinity_val
4uub,val,binding_affinity_val
4ux9,test,binding_affinity_test
4uxl,val,binding_affinity_val
4uxq,val,binding_affinity_val
4uyf,val,binding_affinity_val
4uyg,val,binding_affinity_val
4v01,val,binding_affinity_val
4v05,val,binding_affinity_val
4w9o,test,binding_affinity_test
4w9p,test,binding_affinity_test
4w9w,test,binding_affinity_test
4w9x,test,binding_affinity_test
4wa9,test,binding_affinity_test
4wcf,val,binding_affinity_val
4wiv,test,binding_affinity_test
4wk1,val,binding_affinity_val
4wt2,val,binding_affinity_val
4wvl,val,binding_affinity_val
4x0z,test,binding_affinity_test
4x14,test,binding_affinity_test
4x1n,test,binding_affinity_test
4x1p,test,binding_affinity_test
4x1r,test,binding_affinity_test
4x1s,test,binding_affinity_test
4x48,val,binding_affinity_val
4x6h,test,binding_affinity_test
4x6s,val,binding_affinity_val
4xbo,val,binding_affinity_val
4xhe,val,binding_affinity_val
4xip,test,binding_affinity_test
4xiq,test,binding_affinity_test
4xir,test,binding_affinity_test
4xit,test,binding_affinity_test
4xj0,test,binding_affinity_test
4xk9,test,binding_affinity_test
4xli,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4xqa,test,binding_affinity_test
4xqb,test,binding_affinity_test
4xrq,val,binding_affinity_val
4xx9,test,binding_affinity_test
4y13,test,crossdocked2020_test_ligand_source
4y79,test,binding_affinity_test
4y8d,val,binding_affinity_val
4yb6,test,binding_affinity_test
4ybj,val,binding_affinity_val
4ybk,val,binding_affinity_val
4yc8,test,binding_affinity_test
4ydn,val,binding_affinity_val
4yes,test,binding_affinity_test
4yhj,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4yhm,val,binding_affinity_val
4yho,val,binding_affinity_val
4yk0,test,binding_affinity_test
4ykk,test,binding_affinity_test
4ymg,val,binding_affinity_val
4ymh,val,binding_affinity_val
4yp1,val,binding_affinity_val
4ytc,test,binding_affinity_test
4ytf,test,binding_affinity_test
4yth,test,binding_affinity_test
4yvc,test,binding_affinity_test
4yve,test,binding_affinity_test
4yxo,test,binding_affinity_test
4yxu,test,binding_affinity_test
4z2g,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
4z6h,val,binding_affinity_val
4z6i,val,binding_affinity_val
4z84,test,binding_affinity_test
4z93,test,binding_affinity_test
4zfa,test,crossdocked2020_test_receptor
4zfi,test,binding_affinity_test
4zgk,test,binding_affinity_test
4zhm,test,binding_affinity_test
4zki,test,binding_affinity_test
4zme,test,binding_affinity_test
4zmf,test,binding_affinity_test
4zsh,test,binding_affinity_test
4ztf,test,crossdocked2020_test_ligand_source
4ztr,test,binding_affinity_test
4zzx,test,binding_affinity_test
4zzy,test,binding_affinity_test
4zzz,val,binding_affinity_val
5a00,test,binding_affinity_test
5a0e,test,binding_affinity_test
5a14,test,binding_affinity_test
5a2k,val,binding_affinity_val
5a46,val,binding_affinity_val
5a4c,test,binding_affinity_test
5a69,val,binding_affinity_val
5a6a,test,binding_affinity_test
5a6b,test,binding_affinity_test
5a6i,test,binding_affinity_test
5a6k,test,binding_affinity_test
5a7b,test,binding_affinity_test
5a7y,val,binding_affinity_val
5a9u,val,binding_affinity_val
5aa8,val,binding_affinity_val
5aa9,val,binding_affinity_val
5aab,val,binding_affinity_val
5abe,test,binding_affinity_test
5abf,test,binding_affinity_test
5abg,test,binding_affinity_test
5abh,test,binding_affinity_test
5acy,test,binding_affinity_test
5aeh,test,crossdocked2020_test_ligand_source;crossdocked2020_test_receptor
5alb,val,binding_affinity_val
5alc,val,binding_affinity_val
5am6,val,binding_affinity_val
5am7,val,binding_affinity_val
5ant,test,binding_affinity_test
5anu,test,binding_affinity_test
5anv,test,binding_affinity_test
5anw,test,binding_affinity_test
5aok,test,binding_affinity_test
5aom,test,binding_affinity_test
5aqf,test,binding_affinity_test
5aqg,test,binding_affinity_test
5aqj,test,binding_affinity_test
5aqk,test,binding_affinity_test
5aqn,test,binding_affinity_test
5aqo,test,binding_affinity_test
5aqp,test,binding_affinity_test
5aqq,test,binding_affinity_test
5aqr,test,binding_affinity_test
5aqt,test,binding_affinity_test
5aqu,test,binding_affinity_test
5aqv,test,binding_affinity_test
5aqz,val,binding_affinity_val
5ar0,val,binding_affinity_val
5aut,test,binding_affinity_test
5avi,val,binding_affinity_val
5ayf,val,binding_affinity_val
5ayt,test,binding_affinity_test
5b08,test,crossdocked2020_test_receptor
5b09,test,crossdocked2020_test_ligand_source
5bml,test,binding_affinity_test
5boj,test,binding_affinity_test
5bur,test,crossdocked2020_test_receptor
5bw4,val,binding_affinity_val
5c4k,test,binding_affinity_test
5c4l,test,binding_affinity_test
5c8k,test,binding_affinity_test
5c8m,test,binding_affinity_test
5c8n,test,binding_affinity_test
5cal,test,binding_affinity_test
5can,test,binding_affinity_test
5cao,test,binding_affinity_test
5cap,test,binding_affinity_test
5caq,test,binding_affinity_test
5cas,test,binding_affinity_test
5cau,test,binding_affinity_test
5cav,val,binding_affinity_val
5cbr,test,binding_affinity_test
5cbs,val,binding_affinity_val
5cp9,val,binding_affinity_val
5cpr,val,binding_affinity_val
5cqj,test,crossdocked2020_test_ligand_source
5cs3,val,binding_affinity_val
5cs6,val,binding_affinity_val
5csp,val,binding_affinity_val
5csw,test,binding_affinity_test
5csx,test,binding_affinity_test
